anchor_text_norm	slug	label	title	node_type
paragrafo 1	cf-1988-art-150-par-1	§ 1		paragrafo
§ 1	cf-1988-art-150-par-1	§ 1		paragrafo
§ 1º	cf-1988-art-150-par-1	§ 1		paragrafo
§1	cf-1988-art-150-par-1	§ 1		paragrafo
§1º	cf-1988-art-150-par-1	§ 1		paragrafo
par 2	cf-1988-art-150-par-2	§ 2		paragrafo
paragrafo 2	cf-1988-art-150-par-2	§ 2		paragrafo
§ 2	cf-1988-art-150-par-2	§ 2		paragrafo
§ 2º	cf-1988-art-150-par-2	§ 2		paragrafo
§2	cf-1988-art-150-par-2	§ 2		paragrafo
§2º	cf-1988-art-150-par-2	§ 2		paragrafo
par 3	cf-1988-art-150-par-3	§ 3		paragrafo
paragrafo 3	cf-1988-art-150-par-3	§ 3		paragrafo
§ 3	cf-1988-art-150-par-3	§ 3		paragrafo
§ 3º	cf-1988-art-150-par-3	§ 3		paragrafo
§3	cf-1988-art-150-par-3	§ 3		paragrafo
§3º	cf-1988-art-150-par-3	§ 3		paragrafo
par 4	cf-1988-art-150-par-4	§ 4		paragrafo
paragrafo 4	cf-1988-art-150-par-4	§ 4		paragrafo
§ 4	cf-1988-art-150-par-4	§ 4		paragrafo
§ 4º	cf-1988-art-150-par-4	§ 4		paragrafo
§4	cf-1988-art-150-par-4	§ 4		paragrafo
§4º	cf-1988-art-150-par-4	§ 4		paragrafo
par 5	cf-1988-art-150-par-5	§ 5		paragrafo
paragrafo 5	cf-1988-art-150-par-5	§ 5		paragrafo
§ 5	cf-1988-art-150-par-5	§ 5		paragrafo
§ 5º	cf-1988-art-150-par-5	§ 5		paragrafo
§5	cf-1988-art-150-par-5	§ 5		paragrafo
§5º	cf-1988-art-150-par-5	§ 5		paragrafo
par 6	cf-1988-art-150-par-6	§ 6		paragrafo
paragrafo 6	cf-1988-art-150-par-6	§ 6		paragrafo
§ 6	cf-1988-art-150-par-6	§ 6		paragrafo
§ 6º	cf-1988-art-150-par-6	§ 6		paragrafo
§6	cf-1988-art-150-par-6	§ 6		paragrafo
§6º	cf-1988-art-150-par-6	§ 6		paragrafo
par 7	cf-1988-art-150-par-7	§ 7		paragrafo
paragrafo 7	cf-1988-art-150-par-7	§ 7		paragrafo
§ 7	cf-1988-art-150-par-7	§ 7		paragrafo
§ 7º	cf-1988-art-150-par-7	§ 7		paragrafo
§7	cf-1988-art-150-par-7	§ 7		paragrafo
§7º	cf-1988-art-150-par-7	§ 7		paragrafo
art 151	cf-1988-art-151	Art. 151		artigo
art 151º	cf-1988-art-151	Art. 151		artigo
art. 151	cf-1988-art-151	Art. 151		artigo
art. 151º	cf-1988-art-151	Art. 151		artigo
artigo 151	cf-1988-art-151	Art. 151		artigo
artigo 151º	cf-1988-art-151	Art. 151		artigo
1	cf-1988-art-151-inc-1	I		inciso
1 -	cf-1988-art-151-inc-1	I		inciso
1-	cf-1988-art-151-inc-1	I		inciso
i	cf-1988-art-151-inc-1	I		inciso
i -	cf-1988-art-151-inc-1	I		inciso
i-	cf-1988-art-151-inc-1	I		inciso
inc 1	cf-1988-art-151-inc-1	I		inciso
inc i	cf-1988-art-151-inc-1	I		inciso
inc. 1	cf-1988-art-151-inc-1	I		inciso
inc. i	cf-1988-art-151-inc-1	I		inciso
inciso 1	cf-1988-art-151-inc-1	I		inciso
inciso i	cf-1988-art-151-inc-1	I		inciso
2	cf-1988-art-151-inc-2	II		inciso
2 -	cf-1988-art-151-inc-2	II		inciso
2-	cf-1988-art-151-inc-2	II		inciso
ii	cf-1988-art-151-inc-2	II		inciso
ii -	cf-1988-art-151-inc-2	II		inciso
ii-	cf-1988-art-151-inc-2	II		inciso
inc 2	cf-1988-art-151-inc-2	II		inciso
inc ii	cf-1988-art-151-inc-2	II		inciso
inc. 2	cf-1988-art-151-inc-2	II		inciso
inc. ii	cf-1988-art-151-inc-2	II		inciso
inciso 2	cf-1988-art-151-inc-2	II		inciso
inciso ii	cf-1988-art-151-inc-2	II		inciso
3	cf-1988-art-151-inc-3	III		inciso
3 -	cf-1988-art-151-inc-3	III		inciso
3-	cf-1988-art-151-inc-3	III		inciso
iii	cf-1988-art-151-inc-3	III		inciso
iii -	cf-1988-art-151-inc-3	III		inciso
iii-	cf-1988-art-151-inc-3	III		inciso
inc 3	cf-1988-art-151-inc-3	III		inciso
inc iii	cf-1988-art-151-inc-3	III		inciso
inc. 3	cf-1988-art-151-inc-3	III		inciso
inc. iii	cf-1988-art-151-inc-3	III		inciso
inciso 3	cf-1988-art-151-inc-3	III		inciso
inciso iii	cf-1988-art-151-inc-3	III		inciso
art 152	cf-1988-art-152	Art. 152		artigo
art 152º	cf-1988-art-152	Art. 152		artigo
art. 152	cf-1988-art-152	Art. 152		artigo
art. 152º	cf-1988-art-152	Art. 152		artigo
artigo 152	cf-1988-art-152	Art. 152		artigo
artigo 152º	cf-1988-art-152	Art. 152		artigo
art 153	cf-1988-art-153	Art. 153		artigo
art 153º	cf-1988-art-153	Art. 153		artigo
art. 153	cf-1988-art-153	Art. 153		artigo
art. 153º	cf-1988-art-153	Art. 153		artigo
artigo 153	cf-1988-art-153	Art. 153		artigo
artigo 153º	cf-1988-art-153	Art. 153		artigo
1	cf-1988-art-153-inc-1	I		inciso
1 -	cf-1988-art-153-inc-1	I		inciso
1-	cf-1988-art-153-inc-1	I		inciso
i	cf-1988-art-153-inc-1	I		inciso
i -	cf-1988-art-153-inc-1	I		inciso
i-	cf-1988-art-153-inc-1	I		inciso
inc 1	cf-1988-art-153-inc-1	I		inciso
inc i	cf-1988-art-153-inc-1	I		inciso
inc. 1	cf-1988-art-153-inc-1	I		inciso
inc. i	cf-1988-art-153-inc-1	I		inciso
inciso 1	cf-1988-art-153-inc-1	I		inciso
inciso i	cf-1988-art-153-inc-1	I		inciso
2	cf-1988-art-153-inc-2	II		inciso
2 -	cf-1988-art-153-inc-2	II		inciso
2-	cf-1988-art-153-inc-2	II		inciso
ii	cf-1988-art-153-inc-2	II		inciso
ii -	cf-1988-art-153-inc-2	II		inciso
ii-	cf-1988-art-153-inc-2	II		inciso
inc 2	cf-1988-art-153-inc-2	II		inciso
inc ii	cf-1988-art-153-inc-2	II		inciso
inc. 2	cf-1988-art-153-inc-2	II		inciso
inc. ii	cf-1988-art-153-inc-2	II		inciso
inciso 2	cf-1988-art-153-inc-2	II		inciso
inciso ii	cf-1988-art-153-inc-2	II		inciso
3	cf-1988-art-153-inc-3	III		inciso
3 -	cf-1988-art-153-inc-3	III		inciso
3-	cf-1988-art-153-inc-3	III		inciso
iii	cf-1988-art-153-inc-3	III		inciso
iii -	cf-1988-art-153-inc-3	III		inciso
iii-	cf-1988-art-153-inc-3	III		inciso
inc 3	cf-1988-art-153-inc-3	III		inciso
inc iii	cf-1988-art-153-inc-3	III		inciso
inc. 3	cf-1988-art-153-inc-3	III		inciso
inc. iii	cf-1988-art-153-inc-3	III		inciso
inciso 3	cf-1988-art-153-inc-3	III		inciso
inciso iii	cf-1988-art-153-inc-3	III		inciso
4	cf-1988-art-153-inc-4	IV		inciso
4 -	cf-1988-art-153-inc-4	IV		inciso
4-	cf-1988-art-153-inc-4	IV		inciso
inc 4	cf-1988-art-153-inc-4	IV		inciso
inc iv	cf-1988-art-153-inc-4	IV		inciso
inc. 4	cf-1988-art-153-inc-4	IV		inciso
inc. iv	cf-1988-art-153-inc-4	IV		inciso
inciso 4	cf-1988-art-153-inc-4	IV		inciso
inciso iv	cf-1988-art-153-inc-4	IV		inciso
iv	cf-1988-art-153-inc-4	IV		inciso
iv -	cf-1988-art-153-inc-4	IV		inciso
iv-	cf-1988-art-153-inc-4	IV		inciso
5	cf-1988-art-153-inc-5	V		inciso
5 -	cf-1988-art-153-inc-5	V		inciso
5-	cf-1988-art-153-inc-5	V		inciso
inc 5	cf-1988-art-153-inc-5	V		inciso
inc v	cf-1988-art-153-inc-5	V		inciso
inc. 5	cf-1988-art-153-inc-5	V		inciso
inc. v	cf-1988-art-153-inc-5	V		inciso
inciso 5	cf-1988-art-153-inc-5	V		inciso
inciso v	cf-1988-art-153-inc-5	V		inciso
v	cf-1988-art-153-inc-5	V		inciso
v -	cf-1988-art-153-inc-5	V		inciso
v-	cf-1988-art-153-inc-5	V		inciso
6	cf-1988-art-153-inc-6	VI		inciso
6 -	cf-1988-art-153-inc-6	VI		inciso
6-	cf-1988-art-153-inc-6	VI		inciso
inc 6	cf-1988-art-153-inc-6	VI		inciso
inc vi	cf-1988-art-153-inc-6	VI		inciso
inc. 6	cf-1988-art-153-inc-6	VI		inciso
inc. vi	cf-1988-art-153-inc-6	VI		inciso
inciso 6	cf-1988-art-153-inc-6	VI		inciso
inciso vi	cf-1988-art-153-inc-6	VI		inciso
vi	cf-1988-art-153-inc-6	VI		inciso
vi -	cf-1988-art-153-inc-6	VI		inciso
vi-	cf-1988-art-153-inc-6	VI		inciso
7	cf-1988-art-153-inc-7	VII		inciso
7 -	cf-1988-art-153-inc-7	VII		inciso
7-	cf-1988-art-153-inc-7	VII		inciso
inc 7	cf-1988-art-153-inc-7	VII		inciso
inc vii	cf-1988-art-153-inc-7	VII		inciso
inc. 7	cf-1988-art-153-inc-7	VII		inciso
inc. vii	cf-1988-art-153-inc-7	VII		inciso
inciso 7	cf-1988-art-153-inc-7	VII		inciso
inciso vii	cf-1988-art-153-inc-7	VII		inciso
vii	cf-1988-art-153-inc-7	VII		inciso
vii -	cf-1988-art-153-inc-7	VII		inciso
vii-	cf-1988-art-153-inc-7	VII		inciso
8	cf-1988-art-153-inc-8	VIII		inciso
8 -	cf-1988-art-153-inc-8	VIII		inciso
8-	cf-1988-art-153-inc-8	VIII		inciso
inc 8	cf-1988-art-153-inc-8	VIII		inciso
inc viii	cf-1988-art-153-inc-8	VIII		inciso
inc. 8	cf-1988-art-153-inc-8	VIII		inciso
inc. viii	cf-1988-art-153-inc-8	VIII		inciso
inciso 8	cf-1988-art-153-inc-8	VIII		inciso
inciso viii	cf-1988-art-153-inc-8	VIII		inciso
viii	cf-1988-art-153-inc-8	VIII		inciso
viii -	cf-1988-art-153-inc-8	VIII		inciso
viii-	cf-1988-art-153-inc-8	VIII		inciso
par 1	cf-1988-art-153-par-1	§ 1		paragrafo
paragrafo 1	cf-1988-art-153-par-1	§ 1		paragrafo
§ 1	cf-1988-art-153-par-1	§ 1		paragrafo
§ 1º	cf-1988-art-153-par-1	§ 1		paragrafo
§1	cf-1988-art-153-par-1	§ 1		paragrafo
§1º	cf-1988-art-153-par-1	§ 1		paragrafo
par 2	cf-1988-art-153-par-2	§ 2		paragrafo
paragrafo 2	cf-1988-art-153-par-2	§ 2		paragrafo
§ 2	cf-1988-art-153-par-2	§ 2		paragrafo
§ 2º	cf-1988-art-153-par-2	§ 2		paragrafo
§2	cf-1988-art-153-par-2	§ 2		paragrafo
§2º	cf-1988-art-153-par-2	§ 2		paragrafo
1	cf-1988-art-153-par-2-inc-1	I		inciso
1 -	cf-1988-art-153-par-2-inc-1	I		inciso
1-	cf-1988-art-153-par-2-inc-1	I		inciso
i	cf-1988-art-153-par-2-inc-1	I		inciso
i -	cf-1988-art-153-par-2-inc-1	I		inciso
i-	cf-1988-art-153-par-2-inc-1	I		inciso
inc 1	cf-1988-art-153-par-2-inc-1	I		inciso
inc i	cf-1988-art-153-par-2-inc-1	I		inciso
inc. 1	cf-1988-art-153-par-2-inc-1	I		inciso
inc. i	cf-1988-art-153-par-2-inc-1	I		inciso
inciso 1	cf-1988-art-153-par-2-inc-1	I		inciso
inciso i	cf-1988-art-153-par-2-inc-1	I		inciso
2	cf-1988-art-153-par-2-inc-2	II		inciso
2 -	cf-1988-art-153-par-2-inc-2	II		inciso
2-	cf-1988-art-153-par-2-inc-2	II		inciso
ii	cf-1988-art-153-par-2-inc-2	II		inciso
ii -	cf-1988-art-153-par-2-inc-2	II		inciso
ii-	cf-1988-art-153-par-2-inc-2	II		inciso
inc 2	cf-1988-art-153-par-2-inc-2	II		inciso
inc ii	cf-1988-art-153-par-2-inc-2	II		inciso
inc. 2	cf-1988-art-153-par-2-inc-2	II		inciso
inc. ii	cf-1988-art-153-par-2-inc-2	II		inciso
inciso 2	cf-1988-art-153-par-2-inc-2	II		inciso
inciso ii	cf-1988-art-153-par-2-inc-2	II		inciso
par 3	cf-1988-art-153-par-3	§ 3		paragrafo
paragrafo 3	cf-1988-art-153-par-3	§ 3		paragrafo
§ 3	cf-1988-art-153-par-3	§ 3		paragrafo
§ 3º	cf-1988-art-153-par-3	§ 3		paragrafo
§3	cf-1988-art-153-par-3	§ 3		paragrafo
§3º	cf-1988-art-153-par-3	§ 3		paragrafo
1	cf-1988-art-153-par-3-inc-1	I		inciso
1 -	cf-1988-art-153-par-3-inc-1	I		inciso
1-	cf-1988-art-153-par-3-inc-1	I		inciso
i	cf-1988-art-153-par-3-inc-1	I		inciso
i -	cf-1988-art-153-par-3-inc-1	I		inciso
i-	cf-1988-art-153-par-3-inc-1	I		inciso
inc 1	cf-1988-art-153-par-3-inc-1	I		inciso
inc i	cf-1988-art-153-par-3-inc-1	I		inciso
inc. 1	cf-1988-art-153-par-3-inc-1	I		inciso
inc. i	cf-1988-art-153-par-3-inc-1	I		inciso
inciso 1	cf-1988-art-153-par-3-inc-1	I		inciso
inciso i	cf-1988-art-153-par-3-inc-1	I		inciso
2	cf-1988-art-153-par-3-inc-2	II		inciso
2 -	cf-1988-art-153-par-3-inc-2	II		inciso
2-	cf-1988-art-153-par-3-inc-2	II		inciso
ii	cf-1988-art-153-par-3-inc-2	II		inciso
ii -	cf-1988-art-153-par-3-inc-2	II		inciso
ii-	cf-1988-art-153-par-3-inc-2	II		inciso
inc 2	cf-1988-art-153-par-3-inc-2	II		inciso
inc ii	cf-1988-art-153-par-3-inc-2	II		inciso
inc. 2	cf-1988-art-153-par-3-inc-2	II		inciso
inc. ii	cf-1988-art-153-par-3-inc-2	II		inciso
inciso 2	cf-1988-art-153-par-3-inc-2	II		inciso
inciso ii	cf-1988-art-153-par-3-inc-2	II		inciso
3	cf-1988-art-153-par-3-inc-3	III		inciso
3 -	cf-1988-art-153-par-3-inc-3	III		inciso
3-	cf-1988-art-153-par-3-inc-3	III		inciso
iii	cf-1988-art-153-par-3-inc-3	III		inciso
iii -	cf-1988-art-153-par-3-inc-3	III		inciso
iii-	cf-1988-art-153-par-3-inc-3	III		inciso
inc 3	cf-1988-art-153-par-3-inc-3	III		inciso
inc iii	cf-1988-art-153-par-3-inc-3	III		inciso
inc. 3	cf-1988-art-153-par-3-inc-3	III		inciso
inc. iii	cf-1988-art-153-par-3-inc-3	III		inciso
inciso 3	cf-1988-art-153-par-3-inc-3	III		inciso
inciso iii	cf-1988-art-153-par-3-inc-3	III		inciso
4	cf-1988-art-153-par-3-inc-4	IV		inciso
4 -	cf-1988-art-153-par-3-inc-4	IV		inciso
4-	cf-1988-art-153-par-3-inc-4	IV		inciso
inc 4	cf-1988-art-153-par-3-inc-4	IV		inciso
inc iv	cf-1988-art-153-par-3-inc-4	IV		inciso
inc. 4	cf-1988-art-153-par-3-inc-4	IV		inciso
inc. iv	cf-1988-art-153-par-3-inc-4	IV		inciso
inciso 4	cf-1988-art-153-par-3-inc-4	IV		inciso
inciso iv	cf-1988-art-153-par-3-inc-4	IV		inciso
iv	cf-1988-art-153-par-3-inc-4	IV		inciso
iv -	cf-1988-art-153-par-3-inc-4	IV		inciso
iv-	cf-1988-art-153-par-3-inc-4	IV		inciso
par 4	cf-1988-art-153-par-4	§ 4		paragrafo
paragrafo 4	cf-1988-art-153-par-4	§ 4		paragrafo
§ 4	cf-1988-art-153-par-4	§ 4		paragrafo
§ 4º	cf-1988-art-153-par-4	§ 4		paragrafo
§4	cf-1988-art-153-par-4	§ 4		paragrafo
§4º	cf-1988-art-153-par-4	§ 4		paragrafo
1	cf-1988-art-153-par-4-inc-1	I		inciso
1 -	cf-1988-art-153-par-4-inc-1	I		inciso
1-	cf-1988-art-153-par-4-inc-1	I		inciso
i	cf-1988-art-153-par-4-inc-1	I		inciso
i -	cf-1988-art-153-par-4-inc-1	I		inciso
i-	cf-1988-art-153-par-4-inc-1	I		inciso
inc 1	cf-1988-art-153-par-4-inc-1	I		inciso
inc i	cf-1988-art-153-par-4-inc-1	I		inciso
inc. 1	cf-1988-art-153-par-4-inc-1	I		inciso
inc. i	cf-1988-art-153-par-4-inc-1	I		inciso
inciso 1	cf-1988-art-153-par-4-inc-1	I		inciso
inciso i	cf-1988-art-153-par-4-inc-1	I		inciso
2	cf-1988-art-153-par-4-inc-2	II		inciso
2 -	cf-1988-art-153-par-4-inc-2	II		inciso
2-	cf-1988-art-153-par-4-inc-2	II		inciso
ii	cf-1988-art-153-par-4-inc-2	II		inciso
ii -	cf-1988-art-153-par-4-inc-2	II		inciso
ii-	cf-1988-art-153-par-4-inc-2	II		inciso
inc 2	cf-1988-art-153-par-4-inc-2	II		inciso
inc ii	cf-1988-art-153-par-4-inc-2	II		inciso
inc. 2	cf-1988-art-153-par-4-inc-2	II		inciso
inc. ii	cf-1988-art-153-par-4-inc-2	II		inciso
inciso 2	cf-1988-art-153-par-4-inc-2	II		inciso
inciso ii	cf-1988-art-153-par-4-inc-2	II		inciso
3	cf-1988-art-153-par-4-inc-3	III		inciso
3 -	cf-1988-art-153-par-4-inc-3	III		inciso
3-	cf-1988-art-153-par-4-inc-3	III		inciso
iii	cf-1988-art-153-par-4-inc-3	III		inciso
iii -	cf-1988-art-153-par-4-inc-3	III		inciso
iii-	cf-1988-art-153-par-4-inc-3	III		inciso
inc 3	cf-1988-art-153-par-4-inc-3	III		inciso
inc iii	cf-1988-art-153-par-4-inc-3	III		inciso
inc. 3	cf-1988-art-153-par-4-inc-3	III		inciso
inc. iii	cf-1988-art-153-par-4-inc-3	III		inciso
inciso 3	cf-1988-art-153-par-4-inc-3	III		inciso
inciso iii	cf-1988-art-153-par-4-inc-3	III		inciso
par 5	cf-1988-art-153-par-5	§ 5		paragrafo
paragrafo 5	cf-1988-art-153-par-5	§ 5		paragrafo
§ 5	cf-1988-art-153-par-5	§ 5		paragrafo
§ 5º	cf-1988-art-153-par-5	§ 5		paragrafo
§5	cf-1988-art-153-par-5	§ 5		paragrafo
§5º	cf-1988-art-153-par-5	§ 5		paragrafo
1	cf-1988-art-153-par-5-inc-1	I		inciso
1 -	cf-1988-art-153-par-5-inc-1	I		inciso
1-	cf-1988-art-153-par-5-inc-1	I		inciso
i	cf-1988-art-153-par-5-inc-1	I		inciso
i -	cf-1988-art-153-par-5-inc-1	I		inciso
i-	cf-1988-art-153-par-5-inc-1	I		inciso
inc 1	cf-1988-art-153-par-5-inc-1	I		inciso
inc i	cf-1988-art-153-par-5-inc-1	I		inciso
inc. 1	cf-1988-art-153-par-5-inc-1	I		inciso
inc. i	cf-1988-art-153-par-5-inc-1	I		inciso
inciso 1	cf-1988-art-153-par-5-inc-1	I		inciso
inciso i	cf-1988-art-153-par-5-inc-1	I		inciso
2	cf-1988-art-153-par-5-inc-2	II		inciso
2 -	cf-1988-art-153-par-5-inc-2	II		inciso
2-	cf-1988-art-153-par-5-inc-2	II		inciso
ii	cf-1988-art-153-par-5-inc-2	II		inciso
ii -	cf-1988-art-153-par-5-inc-2	II		inciso
ii-	cf-1988-art-153-par-5-inc-2	II		inciso
inc 2	cf-1988-art-153-par-5-inc-2	II		inciso
inc ii	cf-1988-art-153-par-5-inc-2	II		inciso
inc. 2	cf-1988-art-153-par-5-inc-2	II		inciso
inc. ii	cf-1988-art-153-par-5-inc-2	II		inciso
inciso 2	cf-1988-art-153-par-5-inc-2	II		inciso
inciso ii	cf-1988-art-153-par-5-inc-2	II		inciso
par 6	cf-1988-art-153-par-6	§ 6		paragrafo
paragrafo 6	cf-1988-art-153-par-6	§ 6		paragrafo
§ 6	cf-1988-art-153-par-6	§ 6		paragrafo
§ 6º	cf-1988-art-153-par-6	§ 6		paragrafo
§6	cf-1988-art-153-par-6	§ 6		paragrafo
§6º	cf-1988-art-153-par-6	§ 6		paragrafo
1	cf-1988-art-153-par-6-inc-1	I		inciso
1 -	cf-1988-art-153-par-6-inc-1	I		inciso
1-	cf-1988-art-153-par-6-inc-1	I		inciso
i	cf-1988-art-153-par-6-inc-1	I		inciso
i -	cf-1988-art-153-par-6-inc-1	I		inciso
i-	cf-1988-art-153-par-6-inc-1	I		inciso
inc 1	cf-1988-art-153-par-6-inc-1	I		inciso
inc i	cf-1988-art-153-par-6-inc-1	I		inciso
inc. 1	cf-1988-art-153-par-6-inc-1	I		inciso
inc. i	cf-1988-art-153-par-6-inc-1	I		inciso
inciso 1	cf-1988-art-153-par-6-inc-1	I		inciso
inciso i	cf-1988-art-153-par-6-inc-1	I		inciso
2	cf-1988-art-153-par-6-inc-2	II		inciso
2 -	cf-1988-art-153-par-6-inc-2	II		inciso
2-	cf-1988-art-153-par-6-inc-2	II		inciso
ii	cf-1988-art-153-par-6-inc-2	II		inciso
ii -	cf-1988-art-153-par-6-inc-2	II		inciso
ii-	cf-1988-art-153-par-6-inc-2	II		inciso
inc 2	cf-1988-art-153-par-6-inc-2	II		inciso
inc ii	cf-1988-art-153-par-6-inc-2	II		inciso
inc. 2	cf-1988-art-153-par-6-inc-2	II		inciso
inc. ii	cf-1988-art-153-par-6-inc-2	II		inciso
inciso 2	cf-1988-art-153-par-6-inc-2	II		inciso
inciso ii	cf-1988-art-153-par-6-inc-2	II		inciso
3	cf-1988-art-153-par-6-inc-3	III		inciso
3 -	cf-1988-art-153-par-6-inc-3	III		inciso
3-	cf-1988-art-153-par-6-inc-3	III		inciso
iii	cf-1988-art-153-par-6-inc-3	III		inciso
iii -	cf-1988-art-153-par-6-inc-3	III		inciso
iii-	cf-1988-art-153-par-6-inc-3	III		inciso
inc 3	cf-1988-art-153-par-6-inc-3	III		inciso
inc iii	cf-1988-art-153-par-6-inc-3	III		inciso
inc. 3	cf-1988-art-153-par-6-inc-3	III		inciso
inc. iii	cf-1988-art-153-par-6-inc-3	III		inciso
inciso 3	cf-1988-art-153-par-6-inc-3	III		inciso
inciso iii	cf-1988-art-153-par-6-inc-3	III		inciso
4	cf-1988-art-153-par-6-inc-4	IV		inciso
4 -	cf-1988-art-153-par-6-inc-4	IV		inciso
4-	cf-1988-art-153-par-6-inc-4	IV		inciso
inc 4	cf-1988-art-153-par-6-inc-4	IV		inciso
inc iv	cf-1988-art-153-par-6-inc-4	IV		inciso
inc. 4	cf-1988-art-153-par-6-inc-4	IV		inciso
inc. iv	cf-1988-art-153-par-6-inc-4	IV		inciso
inciso 4	cf-1988-art-153-par-6-inc-4	IV		inciso
inciso iv	cf-1988-art-153-par-6-inc-4	IV		inciso
iv	cf-1988-art-153-par-6-inc-4	IV		inciso
iv -	cf-1988-art-153-par-6-inc-4	IV		inciso
iv-	cf-1988-art-153-par-6-inc-4	IV		inciso
5	cf-1988-art-153-par-6-inc-5	V		inciso
5 -	cf-1988-art-153-par-6-inc-5	V		inciso
5-	cf-1988-art-153-par-6-inc-5	V		inciso
inc 5	cf-1988-art-153-par-6-inc-5	V		inciso
inc v	cf-1988-art-153-par-6-inc-5	V		inciso
inc. 5	cf-1988-art-153-par-6-inc-5	V		inciso
inc. v	cf-1988-art-153-par-6-inc-5	V		inciso
inciso 5	cf-1988-art-153-par-6-inc-5	V		inciso
inciso v	cf-1988-art-153-par-6-inc-5	V		inciso
v	cf-1988-art-153-par-6-inc-5	V		inciso
v -	cf-1988-art-153-par-6-inc-5	V		inciso
v-	cf-1988-art-153-par-6-inc-5	V		inciso
6	cf-1988-art-153-par-6-inc-6	VI		inciso
6 -	cf-1988-art-153-par-6-inc-6	VI		inciso
6-	cf-1988-art-153-par-6-inc-6	VI		inciso
inc 6	cf-1988-art-153-par-6-inc-6	VI		inciso
inc vi	cf-1988-art-153-par-6-inc-6	VI		inciso
inc. 6	cf-1988-art-153-par-6-inc-6	VI		inciso
inc. vi	cf-1988-art-153-par-6-inc-6	VI		inciso
inciso 6	cf-1988-art-153-par-6-inc-6	VI		inciso
inciso vi	cf-1988-art-153-par-6-inc-6	VI		inciso
vi	cf-1988-art-153-par-6-inc-6	VI		inciso
vi -	cf-1988-art-153-par-6-inc-6	VI		inciso
vi-	cf-1988-art-153-par-6-inc-6	VI		inciso
7	cf-1988-art-153-par-6-inc-7	VII		inciso
7 -	cf-1988-art-153-par-6-inc-7	VII		inciso
7-	cf-1988-art-153-par-6-inc-7	VII		inciso
inc 7	cf-1988-art-153-par-6-inc-7	VII		inciso
inc vii	cf-1988-art-153-par-6-inc-7	VII		inciso
inc. 7	cf-1988-art-153-par-6-inc-7	VII		inciso
inc. vii	cf-1988-art-153-par-6-inc-7	VII		inciso
inciso 7	cf-1988-art-153-par-6-inc-7	VII		inciso
inciso vii	cf-1988-art-153-par-6-inc-7	VII		inciso
vii	cf-1988-art-153-par-6-inc-7	VII		inciso
vii -	cf-1988-art-153-par-6-inc-7	VII		inciso
vii-	cf-1988-art-153-par-6-inc-7	VII		inciso
art 154	cf-1988-art-154	Art. 154		artigo
art 154º	cf-1988-art-154	Art. 154		artigo
art. 154	cf-1988-art-154	Art. 154		artigo
art. 154º	cf-1988-art-154	Art. 154		artigo
artigo 154	cf-1988-art-154	Art. 154		artigo
artigo 154º	cf-1988-art-154	Art. 154		artigo
1	cf-1988-art-154-inc-1	I		inciso
1 -	cf-1988-art-154-inc-1	I		inciso
1-	cf-1988-art-154-inc-1	I		inciso
i	cf-1988-art-154-inc-1	I		inciso
i -	cf-1988-art-154-inc-1	I		inciso
i-	cf-1988-art-154-inc-1	I		inciso
inc 1	cf-1988-art-154-inc-1	I		inciso
inc i	cf-1988-art-154-inc-1	I		inciso
inc. 1	cf-1988-art-154-inc-1	I		inciso
inc. i	cf-1988-art-154-inc-1	I		inciso
inciso 1	cf-1988-art-154-inc-1	I		inciso
inciso i	cf-1988-art-154-inc-1	I		inciso
2	cf-1988-art-154-inc-2	II		inciso
2 -	cf-1988-art-154-inc-2	II		inciso
2-	cf-1988-art-154-inc-2	II		inciso
ii	cf-1988-art-154-inc-2	II		inciso
ii -	cf-1988-art-154-inc-2	II		inciso
ii-	cf-1988-art-154-inc-2	II		inciso
inc 2	cf-1988-art-154-inc-2	II		inciso
inc ii	cf-1988-art-154-inc-2	II		inciso
inc. 2	cf-1988-art-154-inc-2	II		inciso
inc. ii	cf-1988-art-154-inc-2	II		inciso
inciso 2	cf-1988-art-154-inc-2	II		inciso
inciso ii	cf-1988-art-154-inc-2	II		inciso
art 155	cf-1988-art-155	Art. 155		artigo
art 155º	cf-1988-art-155	Art. 155		artigo
art. 155	cf-1988-art-155	Art. 155		artigo
art. 155º	cf-1988-art-155	Art. 155		artigo
artigo 155	cf-1988-art-155	Art. 155		artigo
artigo 155º	cf-1988-art-155	Art. 155		artigo
1	cf-1988-art-155-inc-1	I		inciso
1 -	cf-1988-art-155-inc-1	I		inciso
1-	cf-1988-art-155-inc-1	I		inciso
i	cf-1988-art-155-inc-1	I		inciso
i -	cf-1988-art-155-inc-1	I		inciso
i-	cf-1988-art-155-inc-1	I		inciso
inc 1	cf-1988-art-155-inc-1	I		inciso
inc i	cf-1988-art-155-inc-1	I		inciso
inc. 1	cf-1988-art-155-inc-1	I		inciso
inc. i	cf-1988-art-155-inc-1	I		inciso
inciso 1	cf-1988-art-155-inc-1	I		inciso
inciso i	cf-1988-art-155-inc-1	I		inciso
2	cf-1988-art-155-inc-2	II		inciso
2 -	cf-1988-art-155-inc-2	II		inciso
2-	cf-1988-art-155-inc-2	II		inciso
ii	cf-1988-art-155-inc-2	II		inciso
ii -	cf-1988-art-155-inc-2	II		inciso
ii-	cf-1988-art-155-inc-2	II		inciso
inc 2	cf-1988-art-155-inc-2	II		inciso
inc ii	cf-1988-art-155-inc-2	II		inciso
