anchor_text_norm	slug	label	title	node_type
inc. xxii	cf-1988-art-5-inc-22	XXII		inciso
inciso 22	cf-1988-art-5-inc-22	XXII		inciso
inciso xxii	cf-1988-art-5-inc-22	XXII		inciso
xxii	cf-1988-art-5-inc-22	XXII		inciso
xxii -	cf-1988-art-5-inc-22	XXII		inciso
xxii-	cf-1988-art-5-inc-22	XXII		inciso
23	cf-1988-art-5-inc-23	XXIII		inciso
23 -	cf-1988-art-5-inc-23	XXIII		inciso
23-	cf-1988-art-5-inc-23	XXIII		inciso
inc 23	cf-1988-art-5-inc-23	XXIII		inciso
inc xxiii	cf-1988-art-5-inc-23	XXIII		inciso
inc. 23	cf-1988-art-5-inc-23	XXIII		inciso
inc. xxiii	cf-1988-art-5-inc-23	XXIII		inciso
inciso 23	cf-1988-art-5-inc-23	XXIII		inciso
inciso xxiii	cf-1988-art-5-inc-23	XXIII		inciso
xxiii	cf-1988-art-5-inc-23	XXIII		inciso
xxiii -	cf-1988-art-5-inc-23	XXIII		inciso
xxiii-	cf-1988-art-5-inc-23	XXIII		inciso
24	cf-1988-art-5-inc-24	XXIV		inciso
24 -	cf-1988-art-5-inc-24	XXIV		inciso
24-	cf-1988-art-5-inc-24	XXIV		inciso
inc 24	cf-1988-art-5-inc-24	XXIV		inciso
inc xxiv	cf-1988-art-5-inc-24	XXIV		inciso
inc. 24	cf-1988-art-5-inc-24	XXIV		inciso
inc. xxiv	cf-1988-art-5-inc-24	XXIV		inciso
inciso 24	cf-1988-art-5-inc-24	XXIV		inciso
inciso xxiv	cf-1988-art-5-inc-24	XXIV		inciso
xxiv	cf-1988-art-5-inc-24	XXIV		inciso
xxiv -	cf-1988-art-5-inc-24	XXIV		inciso
xxiv-	cf-1988-art-5-inc-24	XXIV		inciso
25	cf-1988-art-5-inc-25	XXV		inciso
25 -	cf-1988-art-5-inc-25	XXV		inciso
25-	cf-1988-art-5-inc-25	XXV		inciso
inc 25	cf-1988-art-5-inc-25	XXV		inciso
inc xxv	cf-1988-art-5-inc-25	XXV		inciso
inc. 25	cf-1988-art-5-inc-25	XXV		inciso
inc. xxv	cf-1988-art-5-inc-25	XXV		inciso
inciso 25	cf-1988-art-5-inc-25	XXV		inciso
inciso xxv	cf-1988-art-5-inc-25	XXV		inciso
xxv	cf-1988-art-5-inc-25	XXV		inciso
xxv -	cf-1988-art-5-inc-25	XXV		inciso
xxv-	cf-1988-art-5-inc-25	XXV		inciso
26	cf-1988-art-5-inc-26	XXVI		inciso
26 -	cf-1988-art-5-inc-26	XXVI		inciso
26-	cf-1988-art-5-inc-26	XXVI		inciso
inc 26	cf-1988-art-5-inc-26	XXVI		inciso
inc xxvi	cf-1988-art-5-inc-26	XXVI		inciso
inc. 26	cf-1988-art-5-inc-26	XXVI		inciso
inc. xxvi	cf-1988-art-5-inc-26	XXVI		inciso
inciso 26	cf-1988-art-5-inc-26	XXVI		inciso
inciso xxvi	cf-1988-art-5-inc-26	XXVI		inciso
xxvi	cf-1988-art-5-inc-26	XXVI		inciso
xxvi -	cf-1988-art-5-inc-26	XXVI		inciso
xxvi-	cf-1988-art-5-inc-26	XXVI		inciso
27	cf-1988-art-5-inc-27	XXVII		inciso
27 -	cf-1988-art-5-inc-27	XXVII		inciso
27-	cf-1988-art-5-inc-27	XXVII		inciso
inc 27	cf-1988-art-5-inc-27	XXVII		inciso
inc xxvii	cf-1988-art-5-inc-27	XXVII		inciso
inc. 27	cf-1988-art-5-inc-27	XXVII		inciso
inc. xxvii	cf-1988-art-5-inc-27	XXVII		inciso
inciso 27	cf-1988-art-5-inc-27	XXVII		inciso
inciso xxvii	cf-1988-art-5-inc-27	XXVII		inciso
xxvii	cf-1988-art-5-inc-27	XXVII		inciso
xxvii -	cf-1988-art-5-inc-27	XXVII		inciso
xxvii-	cf-1988-art-5-inc-27	XXVII		inciso
28	cf-1988-art-5-inc-28	XXVIII		inciso
28 -	cf-1988-art-5-inc-28	XXVIII		inciso
28-	cf-1988-art-5-inc-28	XXVIII		inciso
inc 28	cf-1988-art-5-inc-28	XXVIII		inciso
inc xxviii	cf-1988-art-5-inc-28	XXVIII		inciso
inc. 28	cf-1988-art-5-inc-28	XXVIII		inciso
inc. xxviii	cf-1988-art-5-inc-28	XXVIII		inciso
inciso 28	cf-1988-art-5-inc-28	XXVIII		inciso
inciso xxviii	cf-1988-art-5-inc-28	XXVIII		inciso
xxviii	cf-1988-art-5-inc-28	XXVIII		inciso
xxviii -	cf-1988-art-5-inc-28	XXVIII		inciso
xxviii-	cf-1988-art-5-inc-28	XXVIII		inciso
a	cf-1988-art-5-inc-28-ali-a	a)		alinea
a)	cf-1988-art-5-inc-28-ali-a	a)		alinea
ali a	cf-1988-art-5-inc-28-ali-a	a)		alinea
alinea a	cf-1988-art-5-inc-28-ali-a	a)		alinea
ali b	cf-1988-art-5-inc-28-ali-b	b)		alinea
alinea b	cf-1988-art-5-inc-28-ali-b	b)		alinea
b	cf-1988-art-5-inc-28-ali-b	b)		alinea
b)	cf-1988-art-5-inc-28-ali-b	b)		alinea
29	cf-1988-art-5-inc-29	XXIX		inciso
29 -	cf-1988-art-5-inc-29	XXIX		inciso
29-	cf-1988-art-5-inc-29	XXIX		inciso
inc 29	cf-1988-art-5-inc-29	XXIX		inciso
inc xxix	cf-1988-art-5-inc-29	XXIX		inciso
inc. 29	cf-1988-art-5-inc-29	XXIX		inciso
inc. xxix	cf-1988-art-5-inc-29	XXIX		inciso
inciso 29	cf-1988-art-5-inc-29	XXIX		inciso
inciso xxix	cf-1988-art-5-inc-29	XXIX		inciso
xxix	cf-1988-art-5-inc-29	XXIX		inciso
xxix -	cf-1988-art-5-inc-29	XXIX		inciso
xxix-	cf-1988-art-5-inc-29	XXIX		inciso
30	cf-1988-art-5-inc-30	XXX		inciso
30 -	cf-1988-art-5-inc-30	XXX		inciso
30-	cf-1988-art-5-inc-30	XXX		inciso
inc 30	cf-1988-art-5-inc-30	XXX		inciso
inc xxx	cf-1988-art-5-inc-30	XXX		inciso
inc. 30	cf-1988-art-5-inc-30	XXX		inciso
inc. xxx	cf-1988-art-5-inc-30	XXX		inciso
inciso 30	cf-1988-art-5-inc-30	XXX		inciso
inciso xxx	cf-1988-art-5-inc-30	XXX		inciso
xxx	cf-1988-art-5-inc-30	XXX		inciso
xxx -	cf-1988-art-5-inc-30	XXX		inciso
xxx-	cf-1988-art-5-inc-30	XXX		inciso
31	cf-1988-art-5-inc-31	XXXI		inciso
31 -	cf-1988-art-5-inc-31	XXXI		inciso
31-	cf-1988-art-5-inc-31	XXXI		inciso
inc 31	cf-1988-art-5-inc-31	XXXI		inciso
inc xxxi	cf-1988-art-5-inc-31	XXXI		inciso
inc. 31	cf-1988-art-5-inc-31	XXXI		inciso
inc. xxxi	cf-1988-art-5-inc-31	XXXI		inciso
inciso 31	cf-1988-art-5-inc-31	XXXI		inciso
inciso xxxi	cf-1988-art-5-inc-31	XXXI		inciso
xxxi	cf-1988-art-5-inc-31	XXXI		inciso
xxxi -	cf-1988-art-5-inc-31	XXXI		inciso
xxxi-	cf-1988-art-5-inc-31	XXXI		inciso
32	cf-1988-art-5-inc-32	XXXII		inciso
32 -	cf-1988-art-5-inc-32	XXXII		inciso
32-	cf-1988-art-5-inc-32	XXXII		inciso
inc 32	cf-1988-art-5-inc-32	XXXII		inciso
inc xxxii	cf-1988-art-5-inc-32	XXXII		inciso
inc. 32	cf-1988-art-5-inc-32	XXXII		inciso
inc. xxxii	cf-1988-art-5-inc-32	XXXII		inciso
inciso 32	cf-1988-art-5-inc-32	XXXII		inciso
inciso xxxii	cf-1988-art-5-inc-32	XXXII		inciso
xxxii	cf-1988-art-5-inc-32	XXXII		inciso
xxxii -	cf-1988-art-5-inc-32	XXXII		inciso
xxxii-	cf-1988-art-5-inc-32	XXXII		inciso
33	cf-1988-art-5-inc-33	XXXIII		inciso
33 -	cf-1988-art-5-inc-33	XXXIII		inciso
33-	cf-1988-art-5-inc-33	XXXIII		inciso
inc 33	cf-1988-art-5-inc-33	XXXIII		inciso
inc xxxiii	cf-1988-art-5-inc-33	XXXIII		inciso
inc. 33	cf-1988-art-5-inc-33	XXXIII		inciso
inc. xxxiii	cf-1988-art-5-inc-33	XXXIII		inciso
inciso 33	cf-1988-art-5-inc-33	XXXIII		inciso
inciso xxxiii	cf-1988-art-5-inc-33	XXXIII		inciso
xxxiii	cf-1988-art-5-inc-33	XXXIII		inciso
xxxiii -	cf-1988-art-5-inc-33	XXXIII		inciso
xxxiii-	cf-1988-art-5-inc-33	XXXIII		inciso
34	cf-1988-art-5-inc-34	XXXIV		inciso
34 -	cf-1988-art-5-inc-34	XXXIV		inciso
34-	cf-1988-art-5-inc-34	XXXIV		inciso
inc 34	cf-1988-art-5-inc-34	XXXIV		inciso
inc xxxiv	cf-1988-art-5-inc-34	XXXIV		inciso
inc. 34	cf-1988-art-5-inc-34	XXXIV		inciso
inc. xxxiv	cf-1988-art-5-inc-34	XXXIV		inciso
inciso 34	cf-1988-art-5-inc-34	XXXIV		inciso
inciso xxxiv	cf-1988-art-5-inc-34	XXXIV		inciso
xxxiv	cf-1988-art-5-inc-34	XXXIV		inciso
xxxiv -	cf-1988-art-5-inc-34	XXXIV		inciso
xxxiv-	cf-1988-art-5-inc-34	XXXIV		inciso
a	cf-1988-art-5-inc-34-ali-a	a)		alinea
a)	cf-1988-art-5-inc-34-ali-a	a)		alinea
ali a	cf-1988-art-5-inc-34-ali-a	a)		alinea
alinea a	cf-1988-art-5-inc-34-ali-a	a)		alinea
ali b	cf-1988-art-5-inc-34-ali-b	b)		alinea
alinea b	cf-1988-art-5-inc-34-ali-b	b)		alinea
b	cf-1988-art-5-inc-34-ali-b	b)		alinea
b)	cf-1988-art-5-inc-34-ali-b	b)		alinea
35	cf-1988-art-5-inc-35	XXXV		inciso
35 -	cf-1988-art-5-inc-35	XXXV		inciso
35-	cf-1988-art-5-inc-35	XXXV		inciso
inc 35	cf-1988-art-5-inc-35	XXXV		inciso
inc xxxv	cf-1988-art-5-inc-35	XXXV		inciso
inc. 35	cf-1988-art-5-inc-35	XXXV		inciso
inc. xxxv	cf-1988-art-5-inc-35	XXXV		inciso
inciso 35	cf-1988-art-5-inc-35	XXXV		inciso
inciso xxxv	cf-1988-art-5-inc-35	XXXV		inciso
xxxv	cf-1988-art-5-inc-35	XXXV		inciso
xxxv -	cf-1988-art-5-inc-35	XXXV		inciso
xxxv-	cf-1988-art-5-inc-35	XXXV		inciso
36	cf-1988-art-5-inc-36	XXXVI		inciso
36 -	cf-1988-art-5-inc-36	XXXVI		inciso
36-	cf-1988-art-5-inc-36	XXXVI		inciso
inc 36	cf-1988-art-5-inc-36	XXXVI		inciso
inc xxxvi	cf-1988-art-5-inc-36	XXXVI		inciso
inc. 36	cf-1988-art-5-inc-36	XXXVI		inciso
inc. xxxvi	cf-1988-art-5-inc-36	XXXVI		inciso
inciso 36	cf-1988-art-5-inc-36	XXXVI		inciso
inciso xxxvi	cf-1988-art-5-inc-36	XXXVI		inciso
xxxvi	cf-1988-art-5-inc-36	XXXVI		inciso
xxxvi -	cf-1988-art-5-inc-36	XXXVI		inciso
xxxvi-	cf-1988-art-5-inc-36	XXXVI		inciso
37	cf-1988-art-5-inc-37	XXXVII		inciso
37 -	cf-1988-art-5-inc-37	XXXVII		inciso
37-	cf-1988-art-5-inc-37	XXXVII		inciso
inc 37	cf-1988-art-5-inc-37	XXXVII		inciso
inc xxxvii	cf-1988-art-5-inc-37	XXXVII		inciso
inc. 37	cf-1988-art-5-inc-37	XXXVII		inciso
inc. xxxvii	cf-1988-art-5-inc-37	XXXVII		inciso
inciso 37	cf-1988-art-5-inc-37	XXXVII		inciso
inciso xxxvii	cf-1988-art-5-inc-37	XXXVII		inciso
xxxvii	cf-1988-art-5-inc-37	XXXVII		inciso
xxxvii -	cf-1988-art-5-inc-37	XXXVII		inciso
xxxvii-	cf-1988-art-5-inc-37	XXXVII		inciso
38	cf-1988-art-5-inc-38	XXXVIII		inciso
38 -	cf-1988-art-5-inc-38	XXXVIII		inciso
38-	cf-1988-art-5-inc-38	XXXVIII		inciso
inc 38	cf-1988-art-5-inc-38	XXXVIII		inciso
inc xxxviii	cf-1988-art-5-inc-38	XXXVIII		inciso
inc. 38	cf-1988-art-5-inc-38	XXXVIII		inciso
inc. xxxviii	cf-1988-art-5-inc-38	XXXVIII		inciso
inciso 38	cf-1988-art-5-inc-38	XXXVIII		inciso
inciso xxxviii	cf-1988-art-5-inc-38	XXXVIII		inciso
xxxviii	cf-1988-art-5-inc-38	XXXVIII		inciso
xxxviii -	cf-1988-art-5-inc-38	XXXVIII		inciso
xxxviii-	cf-1988-art-5-inc-38	XXXVIII		inciso
a	cf-1988-art-5-inc-38-ali-a	a)		alinea
a)	cf-1988-art-5-inc-38-ali-a	a)		alinea
ali a	cf-1988-art-5-inc-38-ali-a	a)		alinea
alinea a	cf-1988-art-5-inc-38-ali-a	a)		alinea
ali b	cf-1988-art-5-inc-38-ali-b	b)		alinea
alinea b	cf-1988-art-5-inc-38-ali-b	b)		alinea
b	cf-1988-art-5-inc-38-ali-b	b)		alinea
b)	cf-1988-art-5-inc-38-ali-b	b)		alinea
ali c	cf-1988-art-5-inc-38-ali-c	c)		alinea
alinea c	cf-1988-art-5-inc-38-ali-c	c)		alinea
c	cf-1988-art-5-inc-38-ali-c	c)		alinea
c)	cf-1988-art-5-inc-38-ali-c	c)		alinea
ali d	cf-1988-art-5-inc-38-ali-d	d)		alinea
alinea d	cf-1988-art-5-inc-38-ali-d	d)		alinea
d	cf-1988-art-5-inc-38-ali-d	d)		alinea
d)	cf-1988-art-5-inc-38-ali-d	d)		alinea
39	cf-1988-art-5-inc-39	XXXIX		inciso
39 -	cf-1988-art-5-inc-39	XXXIX		inciso
39-	cf-1988-art-5-inc-39	XXXIX		inciso
inc 39	cf-1988-art-5-inc-39	XXXIX		inciso
inc xxxix	cf-1988-art-5-inc-39	XXXIX		inciso
inc. 39	cf-1988-art-5-inc-39	XXXIX		inciso
inc. xxxix	cf-1988-art-5-inc-39	XXXIX		inciso
inciso 39	cf-1988-art-5-inc-39	XXXIX		inciso
inciso xxxix	cf-1988-art-5-inc-39	XXXIX		inciso
xxxix	cf-1988-art-5-inc-39	XXXIX		inciso
xxxix -	cf-1988-art-5-inc-39	XXXIX		inciso
xxxix-	cf-1988-art-5-inc-39	XXXIX		inciso
40	cf-1988-art-5-inc-40	XL		inciso
40 -	cf-1988-art-5-inc-40	XL		inciso
40-	cf-1988-art-5-inc-40	XL		inciso
inc 40	cf-1988-art-5-inc-40	XL		inciso
inc xl	cf-1988-art-5-inc-40	XL		inciso
inc. 40	cf-1988-art-5-inc-40	XL		inciso
inc. xl	cf-1988-art-5-inc-40	XL		inciso
inciso 40	cf-1988-art-5-inc-40	XL		inciso
inciso xl	cf-1988-art-5-inc-40	XL		inciso
xl	cf-1988-art-5-inc-40	XL		inciso
xl -	cf-1988-art-5-inc-40	XL		inciso
xl-	cf-1988-art-5-inc-40	XL		inciso
41	cf-1988-art-5-inc-41	XLI		inciso
41 -	cf-1988-art-5-inc-41	XLI		inciso
41-	cf-1988-art-5-inc-41	XLI		inciso
inc 41	cf-1988-art-5-inc-41	XLI		inciso
inc xli	cf-1988-art-5-inc-41	XLI		inciso
inc. 41	cf-1988-art-5-inc-41	XLI		inciso
inc. xli	cf-1988-art-5-inc-41	XLI		inciso
inciso 41	cf-1988-art-5-inc-41	XLI		inciso
inciso xli	cf-1988-art-5-inc-41	XLI		inciso
xli	cf-1988-art-5-inc-41	XLI		inciso
xli -	cf-1988-art-5-inc-41	XLI		inciso
xli-	cf-1988-art-5-inc-41	XLI		inciso
42	cf-1988-art-5-inc-42	XLII		inciso
42 -	cf-1988-art-5-inc-42	XLII		inciso
42-	cf-1988-art-5-inc-42	XLII		inciso
inc 42	cf-1988-art-5-inc-42	XLII		inciso
inc xlii	cf-1988-art-5-inc-42	XLII		inciso
inc. 42	cf-1988-art-5-inc-42	XLII		inciso
inc. xlii	cf-1988-art-5-inc-42	XLII		inciso
inciso 42	cf-1988-art-5-inc-42	XLII		inciso
inciso xlii	cf-1988-art-5-inc-42	XLII		inciso
xlii	cf-1988-art-5-inc-42	XLII		inciso
xlii -	cf-1988-art-5-inc-42	XLII		inciso
xlii-	cf-1988-art-5-inc-42	XLII		inciso
43	cf-1988-art-5-inc-43	XLIII		inciso
43 -	cf-1988-art-5-inc-43	XLIII		inciso
43-	cf-1988-art-5-inc-43	XLIII		inciso
inc 43	cf-1988-art-5-inc-43	XLIII		inciso
inc xliii	cf-1988-art-5-inc-43	XLIII		inciso
inc. 43	cf-1988-art-5-inc-43	XLIII		inciso
inc. xliii	cf-1988-art-5-inc-43	XLIII		inciso
inciso 43	cf-1988-art-5-inc-43	XLIII		inciso
inciso xliii	cf-1988-art-5-inc-43	XLIII		inciso
xliii	cf-1988-art-5-inc-43	XLIII		inciso
xliii -	cf-1988-art-5-inc-43	XLIII		inciso
xliii-	cf-1988-art-5-inc-43	XLIII		inciso
44	cf-1988-art-5-inc-44	XLIV		inciso
44 -	cf-1988-art-5-inc-44	XLIV		inciso
44-	cf-1988-art-5-inc-44	XLIV		inciso
inc 44	cf-1988-art-5-inc-44	XLIV		inciso
inc xliv	cf-1988-art-5-inc-44	XLIV		inciso
inc. 44	cf-1988-art-5-inc-44	XLIV		inciso
inc. xliv	cf-1988-art-5-inc-44	XLIV		inciso
inciso 44	cf-1988-art-5-inc-44	XLIV		inciso
inciso xliv	cf-1988-art-5-inc-44	XLIV		inciso
xliv	cf-1988-art-5-inc-44	XLIV		inciso
xliv -	cf-1988-art-5-inc-44	XLIV		inciso
xliv-	cf-1988-art-5-inc-44	XLIV		inciso
45	cf-1988-art-5-inc-45	XLV		inciso
45 -	cf-1988-art-5-inc-45	XLV		inciso
45-	cf-1988-art-5-inc-45	XLV		inciso
inc 45	cf-1988-art-5-inc-45	XLV		inciso
inc xlv	cf-1988-art-5-inc-45	XLV		inciso
inc. 45	cf-1988-art-5-inc-45	XLV		inciso
inc. xlv	cf-1988-art-5-inc-45	XLV		inciso
inciso 45	cf-1988-art-5-inc-45	XLV		inciso
inciso xlv	cf-1988-art-5-inc-45	XLV		inciso
xlv	cf-1988-art-5-inc-45	XLV		inciso
xlv -	cf-1988-art-5-inc-45	XLV		inciso
xlv-	cf-1988-art-5-inc-45	XLV		inciso
46	cf-1988-art-5-inc-46	XLVI		inciso
46 -	cf-1988-art-5-inc-46	XLVI		inciso
46-	cf-1988-art-5-inc-46	XLVI		inciso
inc 46	cf-1988-art-5-inc-46	XLVI		inciso
inc xlvi	cf-1988-art-5-inc-46	XLVI		inciso
inc. 46	cf-1988-art-5-inc-46	XLVI		inciso
inc. xlvi	cf-1988-art-5-inc-46	XLVI		inciso
inciso 46	cf-1988-art-5-inc-46	XLVI		inciso
inciso xlvi	cf-1988-art-5-inc-46	XLVI		inciso
xlvi	cf-1988-art-5-inc-46	XLVI		inciso
xlvi -	cf-1988-art-5-inc-46	XLVI		inciso
xlvi-	cf-1988-art-5-inc-46	XLVI		inciso
a	cf-1988-art-5-inc-46-ali-a	a)		alinea
a)	cf-1988-art-5-inc-46-ali-a	a)		alinea
ali a	cf-1988-art-5-inc-46-ali-a	a)		alinea
alinea a	cf-1988-art-5-inc-46-ali-a	a)		alinea
ali b	cf-1988-art-5-inc-46-ali-b	b)		alinea
alinea b	cf-1988-art-5-inc-46-ali-b	b)		alinea
b	cf-1988-art-5-inc-46-ali-b	b)		alinea
b)	cf-1988-art-5-inc-46-ali-b	b)		alinea
ali c	cf-1988-art-5-inc-46-ali-c	c)		alinea
alinea c	cf-1988-art-5-inc-46-ali-c	c)		alinea
c	cf-1988-art-5-inc-46-ali-c	c)		alinea
c)	cf-1988-art-5-inc-46-ali-c	c)		alinea
ali d	cf-1988-art-5-inc-46-ali-d	d)		alinea
alinea d	cf-1988-art-5-inc-46-ali-d	d)		alinea
d	cf-1988-art-5-inc-46-ali-d	d)		alinea
d)	cf-1988-art-5-inc-46-ali-d	d)		alinea
ali e	cf-1988-art-5-inc-46-ali-e	e)		alinea
alinea e	cf-1988-art-5-inc-46-ali-e	e)		alinea
e	cf-1988-art-5-inc-46-ali-e	e)		alinea
e)	cf-1988-art-5-inc-46-ali-e	e)		alinea
47	cf-1988-art-5-inc-47	XLVII		inciso
47 -	cf-1988-art-5-inc-47	XLVII		inciso
47-	cf-1988-art-5-inc-47	XLVII		inciso
inc 47	cf-1988-art-5-inc-47	XLVII		inciso
inc xlvii	cf-1988-art-5-inc-47	XLVII		inciso
inc. 47	cf-1988-art-5-inc-47	XLVII		inciso
inc. xlvii	cf-1988-art-5-inc-47	XLVII		inciso
inciso 47	cf-1988-art-5-inc-47	XLVII		inciso
inciso xlvii	cf-1988-art-5-inc-47	XLVII		inciso
xlvii	cf-1988-art-5-inc-47	XLVII		inciso
xlvii -	cf-1988-art-5-inc-47	XLVII		inciso
xlvii-	cf-1988-art-5-inc-47	XLVII		inciso
a	cf-1988-art-5-inc-47-ali-a	a)		alinea
a)	cf-1988-art-5-inc-47-ali-a	a)		alinea
ali a	cf-1988-art-5-inc-47-ali-a	a)		alinea
alinea a	cf-1988-art-5-inc-47-ali-a	a)		alinea
ali b	cf-1988-art-5-inc-47-ali-b	b)		alinea
alinea b	cf-1988-art-5-inc-47-ali-b	b)		alinea
b	cf-1988-art-5-inc-47-ali-b	b)		alinea
b)	cf-1988-art-5-inc-47-ali-b	b)		alinea
ali c	cf-1988-art-5-inc-47-ali-c	c)		alinea
alinea c	cf-1988-art-5-inc-47-ali-c	c)		alinea
c	cf-1988-art-5-inc-47-ali-c	c)		alinea
c)	cf-1988-art-5-inc-47-ali-c	c)		alinea
ali d	cf-1988-art-5-inc-47-ali-d	d)		alinea
alinea d	cf-1988-art-5-inc-47-ali-d	d)		alinea
d	cf-1988-art-5-inc-47-ali-d	d)		alinea
d)	cf-1988-art-5-inc-47-ali-d	d)		alinea
ali e	cf-1988-art-5-inc-47-ali-e	e)		alinea
alinea e	cf-1988-art-5-inc-47-ali-e	e)		alinea
e	cf-1988-art-5-inc-47-ali-e	e)		alinea
e)	cf-1988-art-5-inc-47-ali-e	e)		alinea
48	cf-1988-art-5-inc-48	XLVIII		inciso
48 -	cf-1988-art-5-inc-48	XLVIII		inciso
48-	cf-1988-art-5-inc-48	XLVIII		inciso
inc 48	cf-1988-art-5-inc-48	XLVIII		inciso
inc xlviii	cf-1988-art-5-inc-48	XLVIII		inciso
inc. 48	cf-1988-art-5-inc-48	XLVIII		inciso
inc. xlviii	cf-1988-art-5-inc-48	XLVIII		inciso
inciso 48	cf-1988-art-5-inc-48	XLVIII		inciso
inciso xlviii	cf-1988-art-5-inc-48	XLVIII		inciso
xlviii	cf-1988-art-5-inc-48	XLVIII		inciso
xlviii -	cf-1988-art-5-inc-48	XLVIII		inciso
xlviii-	cf-1988-art-5-inc-48	XLVIII		inciso
49	cf-1988-art-5-inc-49	XLIX		inciso
49 -	cf-1988-art-5-inc-49	XLIX		inciso
49-	cf-1988-art-5-inc-49	XLIX		inciso
inc 49	cf-1988-art-5-inc-49	XLIX		inciso
inc xlix	cf-1988-art-5-inc-49	XLIX		inciso
inc. 49	cf-1988-art-5-inc-49	XLIX		inciso
inc. xlix	cf-1988-art-5-inc-49	XLIX		inciso
inciso 49	cf-1988-art-5-inc-49	XLIX		inciso
inciso xlix	cf-1988-art-5-inc-49	XLIX		inciso
xlix	cf-1988-art-5-inc-49	XLIX		inciso
xlix -	cf-1988-art-5-inc-49	XLIX		inciso
xlix-	cf-1988-art-5-inc-49	XLIX		inciso
50	cf-1988-art-5-inc-50	L		inciso
50 -	cf-1988-art-5-inc-50	L		inciso
50-	cf-1988-art-5-inc-50	L		inciso
inc 50	cf-1988-art-5-inc-50	L		inciso
inc l	cf-1988-art-5-inc-50	L		inciso
inc. 50	cf-1988-art-5-inc-50	L		inciso
inc. l	cf-1988-art-5-inc-50	L		inciso
inciso 50	cf-1988-art-5-inc-50	L		inciso
inciso l	cf-1988-art-5-inc-50	L		inciso
l	cf-1988-art-5-inc-50	L		inciso
l -	cf-1988-art-5-inc-50	L		inciso
l-	cf-1988-art-5-inc-50	L		inciso
51	cf-1988-art-5-inc-51	LI		inciso
51 -	cf-1988-art-5-inc-51	LI		inciso
51-	cf-1988-art-5-inc-51	LI		inciso
inc 51	cf-1988-art-5-inc-51	LI		inciso
inc li	cf-1988-art-5-inc-51	LI		inciso
inc. 51	cf-1988-art-5-inc-51	LI		inciso
inc. li	cf-1988-art-5-inc-51	LI		inciso
inciso 51	cf-1988-art-5-inc-51	LI		inciso
inciso li	cf-1988-art-5-inc-51	LI		inciso
li	cf-1988-art-5-inc-51	LI		inciso
li -	cf-1988-art-5-inc-51	LI		inciso
li-	cf-1988-art-5-inc-51	LI		inciso
52	cf-1988-art-5-inc-52	LII		inciso
52 -	cf-1988-art-5-inc-52	LII		inciso
52-	cf-1988-art-5-inc-52	LII		inciso
inc 52	cf-1988-art-5-inc-52	LII		inciso
inc lii	cf-1988-art-5-inc-52	LII		inciso
inc. 52	cf-1988-art-5-inc-52	LII		inciso
inc. lii	cf-1988-art-5-inc-52	LII		inciso
inciso 52	cf-1988-art-5-inc-52	LII		inciso
inciso lii	cf-1988-art-5-inc-52	LII		inciso
lii	cf-1988-art-5-inc-52	LII		inciso
lii -	cf-1988-art-5-inc-52	LII		inciso
lii-	cf-1988-art-5-inc-52	LII		inciso
53	cf-1988-art-5-inc-53	LIII		inciso
53 -	cf-1988-art-5-inc-53	LIII		inciso
53-	cf-1988-art-5-inc-53	LIII		inciso
inc 53	cf-1988-art-5-inc-53	LIII		inciso
inc liii	cf-1988-art-5-inc-53	LIII		inciso
inc. 53	cf-1988-art-5-inc-53	LIII		inciso
inc. liii	cf-1988-art-5-inc-53	LIII		inciso
inciso 53	cf-1988-art-5-inc-53	LIII		inciso
inciso liii	cf-1988-art-5-inc-53	LIII		inciso
liii	cf-1988-art-5-inc-53	LIII		inciso
liii -	cf-1988-art-5-inc-53	LIII		inciso
liii-	cf-1988-art-5-inc-53	LIII		inciso
54	cf-1988-art-5-inc-54	LIV		inciso
54 -	cf-1988-art-5-inc-54	LIV		inciso
54-	cf-1988-art-5-inc-54	LIV		inciso
inc 54	cf-1988-art-5-inc-54	LIV		inciso
inc liv	cf-1988-art-5-inc-54	LIV		inciso
inc. 54	cf-1988-art-5-inc-54	LIV		inciso
inc. liv	cf-1988-art-5-inc-54	LIV		inciso
inciso 54	cf-1988-art-5-inc-54	LIV		inciso
inciso liv	cf-1988-art-5-inc-54	LIV		inciso
liv	cf-1988-art-5-inc-54	LIV		inciso
liv -	cf-1988-art-5-inc-54	LIV		inciso
liv-	cf-1988-art-5-inc-54	LIV		inciso
55	cf-1988-art-5-inc-55	LV		inciso
55 -	cf-1988-art-5-inc-55	LV		inciso
55-	cf-1988-art-5-inc-55	LV		inciso
inc 55	cf-1988-art-5-inc-55	LV		inciso
inc lv	cf-1988-art-5-inc-55	LV		inciso
inc. 55	cf-1988-art-5-inc-55	LV		inciso
inc. lv	cf-1988-art-5-inc-55	LV		inciso
inciso 55	cf-1988-art-5-inc-55	LV		inciso
inciso lv	cf-1988-art-5-inc-55	LV		inciso
lv	cf-1988-art-5-inc-55	LV		inciso
lv -	cf-1988-art-5-inc-55	LV		inciso
lv-	cf-1988-art-5-inc-55	LV		inciso
56	cf-1988-art-5-inc-56	LVI		inciso
56 -	cf-1988-art-5-inc-56	LVI		inciso
56-	cf-1988-art-5-inc-56	LVI		inciso
inc 56	cf-1988-art-5-inc-56	LVI		inciso
inc lvi	cf-1988-art-5-inc-56	LVI		inciso
inc. 56	cf-1988-art-5-inc-56	LVI		inciso
