numero	classe	numero_processo	relator	redator	data_julgamento	orgao	dje	tema_rg	raw
4690	ADPF	307							[ADPF 307 MC-REF, rel. min. Dias Toffoli, j. 19-12-2013, P, DJE de 27-3-2014.]
4691	ADI	3.569	S						[ADI 3.569, rel. min. Sepúlveda Pertence, j. 2-4-2007, P, DJ de 11-5-2007.]
4692	ARE	1.506.005							[ARE 1.506.005 AgR, rel. min. Cármen Lúcia, red. do ac. min. Cristiano Zanin, j. 07.10.2024, 1ª T, DJE de 17.10.2024.]
4693	ADI	6.160	R						[ADI 6.160, rel. min. Rosa Weber, j. 20-10-2020, P, DJE de 29-10-2020.]
4694	ADI	761	N						[ADI 761, rel. min. Néri da Silveira, j. 30-9-1993, P, DJ de 1º-7-1994.]
4695	ADI	171							[ADI 171, red. do ac. min. Sepúlveda Pertence, j. 15-4-1993, P, DJ de 3-6-1994.]
4696	AI	180.652							[AI 180.652 AgR, rel. min. Marco Aurélio, j. 4-3-1997, 2ª T, DJ de 16-5-1997.]
4697	ARE	1.491.413							[ARE 1.491.413 RG, rel. min. Luís Roberto Barroso, j. 26.11.2024, P, DJE de 29.11.2024, Tema 1.360, com mérito julgado.]
4698	RE	1.491.569							[RE 1.491.569 RG, rel. min. Luís Roberto Barroso, j. 23.08.2024, P, DJE de 27.08.2024, Tema 1.317, com mérito julgado.]
4699	RE	1.309.081							[RE 1.309.081 RG, rel. min. Luiz Fux, j. 06.05.2021, P, DJE de 18.06.2021, Tema 1.142, com mérito julgado.]
4700	RE	1.205.530							[RE 1.205.530, voto do rel. min. Marco Aurélio, j. 8-6-2020, P, DJE de 1º-7-2020, Tema 28, com mérito julgado.]
4701	ARE	925.754							[ARE 925.754 RG, rel. min. Teori Zavascki, j. 17-12-2015, P, DJE de 3-2-2016, Tema 873, com mérito julgado.]
4702	RE	564.132							[RE 564.132, red. do ac. min. Cármen Lúcia, j. 30-10-2014, P, DJE de 10-2-2015, Tema 18, com mérito julgado.]
4703	RE	568.645	C						[RE 568.645, rel. min. Cármen Lúcia, j. 24-9-2014, P, DJE de 13-11-2014, Tema 148, com mérito julgado.]
4704	ARE	723.307							[ARE 723.307 RG, voto do rel. min. Gilmar Mendes, j. 8-8-2014, P, DJE de 27-9-2016, Tema 755, com mérito julgado.]
4705	RE	592.619							[RE 592.619, voto do rel. min. Gilmar Mendes, j. 8-9-2010, P, DJE de 16-11-2010, Tema 58, com mérito julgado.]
4706	ARE	1.378.242							[ARE 1.378.242 AgR, rel. min. Edson Fachin, j. 15-8-2023, 2ª T, DJE de 22-8-2023.]
4707	ARE	797.499							[ARE 797.499-AgR-EDv, RE 919.269-ED-EDv, RE 930.251-AgR-ED-EDv e ARE 930.251-AgR-ED-EDv rel. min. Dias Toffoli, j. 7-2-2019, P, DJE de 1º-7-2019.]
4708	RE	458.110	M						[RE 458.110, rel. min. Marco Aurélio, j. 13-6-2006, 1ª T, DJ de 29-9-2006.]
4709	RE	678.360	L						[RE 678.360, rel. min. Luiz Fux, j. 27.11.2024, P, DJE de 18.12.2024, Tema 558, com mérito julgado.]
4710	RE	657.686	L						[RE 657.686, rel. min. Luiz Fux, j. 23-10-2014, P, DJE de 5-12-2014, Tema 511, com mérito julgado.]
4711	ARE	638.195	J						[ARE 638.195, rel. min. Joaquim Barbosa, j. 29-5-2013, P, DJE de 13-12-2013, Tema 450, com mérito julgado.]
4712	ADI	5.296							[ADI 5.296 MC, rel. min. Rosa Weber, j. 18-5-2016, P, DJE de 11-11-2016.]
4713	ADI	7.317	C						[ADI 7.317, rel. min. Cármen Lúcia, j. 3-5-2023, P, DJE de 10-5-2023.]
4714	HC	86.216	A						[HC 86.216, rel. min. Ayres Britto, j. 19-2-2008, 1ª T, DJE de 24-10-2008.]
4715	ADI	7.092	E						[ADI 7.092, rel. min. Edson Fachin, j. 22-8-2023, P, DJE de 11-9-2023.]
4716	ADI	6.595	R						[ADI 6.595, rel. min. Ricardo Lewandowski, j. 23-5-2022, P, DJE de 5-8-2022.]
4717	HC	70.852	M						[HC 70.852, rel. min. Marco Aurélio, j. 14-12-1993, 2ª T, DJ de 6-5-1994.]
4718	HC	70.648	M						[HC 70.648, rel. min. Moreira Alves, j. 9-11-1993, 1ª T, DJ de 4-3-1994.]
4719	RE	1.493.599							[RE 1.493.599 AgR, rel. min. Flávio Dino, j. 24.03.2025, 1ª T, DJE de 28.03.2025.]
4720	ADI	1.626	D						[ADI 1.626, rel. min. Dias Toffoli, j. 15-12-2016, P, DJE de 3-3-2017.]
4721	AI	453.424							[AI 453.424 AgR, rel. min. Ellen Gracie, j. 29-11-2005, 2ª T, DJ de 10-2-2006.]
4722	MS	22.431	M						[MS 22.431, rel. min. Maurício Corrêa, j. 2-10-1996, P, DJ de 22-11-1996.]
4723	RMS	30.941							[RMS 30.941 AgR, rel. min. Luiz Fux, j. 24-11-2015, 1ª T, DJE de 10-2-2016.]
4724	RE	186.116	M						[RE 186.116, rel. min. Moreira Alves, j. 25-8-1998, 1ª T, DJ de 3-9-1999.]
4725	RE	358.961	S						[RE 358.961, rel. min. Sepúlveda Pertence, j. 10-2-2004, 1ª T, DJ de 12-3-2004.]
4726	ADI	7.093	E						[ADI 7.093, rel. min. Edson Fachin, j. 17-12-2022, P, DJE de 6-2-2023.]
4727	RE	1.371.053							[RE 1.371.053 RG, rel. min. Luiz Fux, j. 18.10.2024, P, DJE de 24.10.2024, Tema 1.343, com mérito pendente.]
4728	RE	600.885							[RE 600.885 ED, rel. min. Cármen Lúcia, j. 29-6-2012, P, DJE de 12-12-2012, Tema 121, com mérito julgado.]
4729	STA	795							[STA 795-AgR, rel. min. Dias Toffoli, j. 5-4-2019, P, DJcE de 23-4-2019.]
4730	RE	475.076							[RE 475.076 AgR, rel. min. Eros Grau, j. 25-11-2008, 2ª T, DJE de 19-12-2008.]
4731	RE	383.879							[RE 383.879 AgR, rel. min. Eros Grau, j. 17-6-2008, 2ª T, DJE de 1º-8-2008.]
4732	RE	115.770	M						[RE 115.770, rel. min. Marco Aurélio, j. 29-10-1991, 2ª T, DJ de 21-2-1992.]
4733	HC	107.275	A						[HC 107.275, rel. min. Ayres Britto, j. 28-2-2012, 2ª T, DJE de 18-6-2012.]
4734	HC	99.445	C						[HC 99.445, rel. min. Cármen Lúcia, j. 28-9-2010, 1ª T, DJE de 24-5-2011.]
4735	ADI	7.466	D						[ADI 7.466, rel. min. Dias Toffoli, j. 12.11.2024, P, DJE de 21.11.2024.]
4736	ADI	1.052							[ADI 1.052, red. do ac. min. Alexandre de Moraes, j. 24-8-2020, P, DJE de 17-9-2020.]
4737	ADI	2.827	G						[ADI 2.827, rel. min. Gilmar Mendes, j. 16-9-2010, P, DJE de 6-4-2011Vide ADI 1.182, voto do rel. min. Eros Grau, j. 24-11-2005, P, DJ de 10-3-2006Vide ADI 2.575, rel. min. Dias Toffoli, j. 24-6-2020,
4738	ADI	2.819	E						[ADI 2.819, rel. min. Eros Grau, j. 6-4-2005, P, DJ de 2-12-2005.]
4739	ADI	236	O						[ADI 236, rel. min. Octavio Gallotti, j. 7-5-1992, P, DJ de 1º-6-2001.]
4740	RE	1.358.565							[RE 1.358.565 AgR, rel. min. Alexandre de Moraes, j. 2-3-2022, 1ª T, DJE de 8-3-2022.]
4741	ACO	3.352	R						[ACO 3.352, rel. min. Roberto Barroso, j. 18-10-2021, P, DJE de 13-12-2021.]
4742	HC	133.835							[HC 133.835 MC, rel. min. Celso de Mello, j. 18-4-2016, dec. monocrática, DJE de 25-4-2016.]
4743	HC	101.300	A						[HC 101.300, rel. min. Ayres Britto, j. 5-10-2010, 2ª T, DJE 18-11-2010.]
4744	MI	6.748							[MI 6.748 AgR, rel. min. Edson Fachin, j. 17-12-2022, P, DJE de 6-2-2023.]
4745	HC	91.481	M						[HC 91.481, rel. min. Marco Aurélio, j. 19-8-2008, 1ª T, DJE de 24-10-2008.]
4746	ADI	132	S						[ADI 132, rel. min. Sepúlveda Pertence, j. 30-4-2003, P, DJ de 30-5-2003.]
4747	HC	68.928	N						[HC 68.928, rel. min. Néri da Silveira, j. 5-11-1991, 2ª T, DJ de 19-12-1991.]
4748	RHC	116.002	C						[RHC 116.002, rel. min. Celso de Mello,  j. 12-3-2014, dec. monocrática, DJE de 17-3-2014.]
4749	ADI	4.017							[ADI 4.017 e ADI 4.103, rel. min. Luiz Fux, j. 19-5-2022, P, DJE de 23-9-2022, Tema 1.079.]
4750	ADI	3.614							[ADI 3.614, red. do ac. min. Cármen Lúcia, j. 20-9-2007, P, DJ de 23-11-2007.]
4751	ADI	3.441	A						[ADI 3.441, rel. min. Ayres Britto, j. 5-10-2006, P, DJ de 9-3-2007.]
4752	RE	1.417.155	D						[RE 1.417.155, rel. min. Dias Toffoli, j. 26.03.2025, P, DJE de 29.05.2025, Tema 1.282, com mérito julgado.]
4753	HC	101.564							[HC 101.564, voto do rel. min. Gilmar Mendes, j. 30-11-2010, 2ª T, DJE de 15-12-2010.]
4754	ADI	5.517	N						[ADI 5.517, rel. min. Nunes Marques, j. 22-11-2022, P, DJE de 12-12-2022.]
4755	ADI	6.923	E						[ADI 6.923, rel. min. Edson Fachin, j. 3-11-2022, P, DJE de 23-11-2022.]
4756	ADI	2.314							[ADI 2.314, red. do ac. min. Marco Aurélio, j. 17-6-2015, P, DJE de 7-10-2015.]
4757	ADC	38							[ADC 38, ADI 5.538 e ADI 5.948, rel. min. Cármen Lúcia, j. 1º-3-2021, P, DJE de 18-5-2021.]
4758	RE	608.588	L						[RE 608.588, rel. min. Luiz Fux, j. 20.02.2025, P, DJE de 22.08.2025, Tema 656, com mérito julgado.]
4759	RE	658.570							[RE 658.570, red. do ac. min. Roberto Barroso, j. 6-8-2015, P, DJE de 30-9-2015, Tema 472, com mérito julgado.]
4760	RE	1.465.829							[RE 1.465.829 AgR, rel. min. Dias Toffoli, j. 29.04.2024, P, DJE de 16.05.2024.]
4761	RE	1.471.280							[RE 1.471.280 AgR, rel. min. Alexandre de Moraes, j. 26.02.2024, 1ª T, DJE de 06.03.2024.]
4762	RE	1.298.758							[RE 1.298.758 AgR, rel. min. Alexandre de Moraes, j. 8-3-2021, 1ª T, DJE de 15-3-2021.]
4763	ADO	72							[ADO 72 AgR, rel. min. Luiz Fux, j. 25.03.2024, P, DJE de 28.05.2024.]
4764	ADI	447	O						[ADI 447, rel. min. Octavio Gallotti, voto do min. Carlos Velloso, j. 5-6-1991, P, DJ de 5-3-1993.]
4765	ADI	2.567	N						[ADI 2.567, rel. min. Nunes Marques, j. 22-8-2023, P, DJE de 2-10-2023.]
4766	ADI	4.786	N						[ADI 4.786, rel. min. Nunes Marques, j. 1º-8-2022, P, DJE de 14-10-2022.]
4767	ADI	4.039	R						[ADI 4.039, rel. min. Rosa Weber, j. 27-6-2022, P, DJE de 30-6-2022.]
4768	ADI	5.688							[ADI 5.688, red. do ac. min. Dias Toffoli, j. 25-10-2021, P, DJE de 18-2-2022.]
4769	ADI	3.281	M						[ADI 3.281, rel. min. Marco Aurélio, j. 24-2-2021, P, DJE de 19-3-2021.]
4770	ADI	3.086	D						[ADI 3.086, rel. min. Dias Toffoli, j. 16-6-2020, P, DJE de 24-9-2020.]
4771	ADI	5.612	E						[ADI 5.612, rel. min. Edson Fachin, j. 29-5-2020, P, DJE de 28-7-2020.]
4772	ADI	1.926	R						[ADI 1.926, rel. min. Roberto Barroso, j. 20-4-2020, P, DJE de 2-6-2020.]
4773	ADI	2.658	D						[ADI 2.658, rel. min. Dias Toffoli, j. 18-12-2019, P, DJE de 5-3-2020.]
4774	ADI	3.770	A						[ADI 3.770, rel. min. Alexandre de Moraes, j. 13-9-2019, P, DJE de 26-9-2019.]
4775	ADI	3.643	A						[ADI 3.643, rel. min. Ayres Britto, j. 8-11-2006, P, DJ de 16-2-2007.]
4776	ADI	1.145	C						[ADI 1.145, rel. min. Carlos Velloso, j. 3-10-2002, P, DJ de 8-11-2002.]
4777	ADI	1.942							[ADI 1.942 MC, rel. min. Moreira Alves, j. 5-5-1999, P, DJ de 22-10-1999.]
4778	ADI	1.707							[ADI 1.707 MC, rel. min. Moreira Alves, j. 1º-7-1998, P, DJ de 16-10-1998.]
4779	ADI	1.378							[ADI 1.378 MC, rel. min. Celso de Mello, j. 30-11-1995, P, DJ de 30-5-1997.]
4780	ARE	990.094	G						[ARE 990.094, rel. min. Gilmar Mendes, j. 19.08.2025, P, DJE de 26.08.2025, Tema 1.035, com mérito julgado.]
4781	RE	643.247							[RE 643.247, voto do rel. min. Marco Aurélio, j. 1º-8-2017, P, DJE de 19-12-2017, Tema 16, com mérito julgado.]
4782	RE	594.116	E						[RE 594.116, rel. min. Edson Fachin, j. 3-12-2015, P, DJE de 5-4-2016, Tema 135, com mérito julgado.]
4783	RE	789.218							[RE 789.218 RG, rel. min. Dias Toffoli, j. 17-4-2014, P, DJE de 1º-8-2014, Tema 721, com mérito julgado.]
4784	RE	588.322	G						[RE 588.322, rel. min. Gilmar Mendes, j. 16-6-2010, P, DJE de 3-9-2010, Tema 217, com mérito julgado.]
4785	RE	576.321							[RE 576.321 QO-RG, voto do rel. min. Ricardo Lewandowski, j. 4-12-2008, P, DJE de 13-2-2009, Tema 146, com mérito julgado.]
4786	ARE	1.500.333							[ARE 1.500.333 AgR, rel. min. Nunes Marques, j. 03.03.2025, 2ª T, DJE de 14.03.2025.]
4787	ARE	1.369.557							[ARE 1.369.557 AgR, rel. min. Alexandre de Moraes, j. 30-5-2022, 1ª T, DJE de 6-6-2022.]
4788	RE	695.408							[RE 695.408, voto da rel. min. Rosa Weber, j. 30-8-2021, P, DJE de 3-9-2021.]
4789	ARE	990.914	D						[ARE 990.914, rel. min. Dias Toffoli, j. 20-6-2017, 2ª T, DJE de 19-9-2017.]
4790	RE	856.185							[RE 856.185 AgR, rel. min. Roberto Barroso, j. 4-8-2015, 1ª T, DJE de 24-9-2015.]
4791	RE	554.951	D						[RE 554.951, rel. min. Dias Toffoli, j. 15-10-2013, 1ª T, DJE de 19-11-2013.]
4792	RE	556.854	C						[RE 556.854, rel. min. Cármen Lúcia, j. 30-6-2011, P, DJE de 11-10-2011.]
4793	AI	651.389							[AI 651.389 AgR, rel. min. Menezes Direito, j. 10-6-2008, 1ª T, DJE de 8-8-2008.]
4794	RE	416.601							[RE 416.601, voto do rel. min. Carlos Velloso, j. 10-8-2005, P, DJ de 30-9-2005.]
4795	RE	239.397	I						[RE 239.397, rel. min. Ilmar Galvão, j. 21-3-2000, 1ª T, DJ de 28-4-2000.]
4796	RE	233.784	I						[RE 233.784, rel. min. Ilmar Galvão, j. 12-11-1999, 1ª T, DJ de 12-11-1999.]
4797	RE	233.332	I						[RE 233.332, rel. min. Ilmar Galvão, j. 10-3-1999, P, DJ de 14-5-1999.]
4798	RE	206.777	I						[RE 206.777, rel. min. Ilmar Galvão, j. 25-2-1999, P, DJ de 30-4-1999.]
4799	RE	202.393	M						[RE 202.393, rel. min. Marco Aurélio, j. 2-9-1997, 2ª T, DJ de 24-10-1997.]
4800	AI	694.836							[AI 694.836 AgR, rel. min. Ellen Gracie, j. 24-11-2009, 2ª T, DJE de 18-12-2009.]
4801	RE	236.310	S						[RE 236.310, rel. min. Sepúlveda Pertence, j. 14-12-1998, 1ª T, DJ de 6-4-2001.]
4802	RE	140.779	I						[RE 140.779, rel. min. Ilmar Galvão, j. 2-8-1995, P, DJ de 8-9-1995.]
4803	RE	114.069	C						[RE 114.069, rel. min. Carlos Velloso, j. 15-4-1994, 2ª T, DJ de 30-9-1994.]
4804	ADI	7.616	C						[ADI 7.616, rel. min. Cristiano Zanin, j. 17.02.2025, P, DJE de 21.02.2025.]
4805	ADI	5.431	G						[ADI 5.431, rel. min. Gilmar Mendes, j. 02.12.2024, P, DJE de 06.12.2024.]
4806	ADI	6.671	C						[ADI 6.671, rel. min. Cármen Lúcia, j. 15-9-2021, Plenário, DJE de 22-9-2021.]
4807	RE	562.045							[RE 562.045, voto do min. Eros Grau, j. 6-2-2013, P, DJE de 27-11-2013, Tema 21, com mérito julgado.]
4808	RE	586.693	M						[RE 586.693, rel. min. Marco Aurélio, j. 25-5-2011, P, DJE de 22-6-2011, Tema 94, com mérito julgado.]
4809	RE	573.675	R						[RE 573.675, rel. min. Ricardo Lewandowski, j. 25-3-2009, P, DJE de 22-5-2009, Tema 44, com mérito julgado.]
4810	RE	854.869							[RE 854.869 AgR, rel. min. Cármen Lúcia, j. 25-8-2015, 2ª T, DJE de 4-9-2015.]
4811	AI	703.982							[AI 703.982 AgR, rel. min. Dias Toffoli, j. 9-4-2013, 1ª T, DJE de 7-6-2013.]
4812	RE	406.955							[RE 406.955 AgR, rel. min. Joaquim Barbosa, j. 4-10-2011, 2ª T, DJE de 21-10-2011.]
4813	RE	239.964	E						[RE 239.964, rel. min. Ellen Gracie, j. 15-4-2003, 1ª T, DJ de 9-5-2003.]
4814	RE	238.671	M						[RE 238.671, rel. min. Maurício Corrêa, j. 30-10-2001, 2ª T, DJ de 15-2-2002.]
4815	AI	228.337							[AI 228.337 AgR, rel. min. Sepúlveda Pertence, j. 7-12-1999, 1ª T, DJ de 18-2-2000.]
4816	RE	232.393	C						[RE 232.393, rel. min. Carlos Velloso, j. 12-8-1999, P, DJ de 5-4-2002.]
4817	RE	153.771	M						[RE 153.771, rel. min. Moreira Alves, j. 20-11-1996, P, DJ de 5-9-1997.]
4818	ADI	3.775	C						[ADI 3.775, rel. min. Cármen Lúcia, j. 20-4-2020, P, DJE de 20-5-2020.]
4819	ADI	3.887	M						[ADI 3.887, rel. min. Menezes Direito, j. 15-10-2008, P, DJE de 19-12-2008.]
4820	ADI	2.040							[ADI 2.040 MC, rel. min. Maurício Corrêa, j. 15-12-1999, P, DJ de 25-2-2000.]
4821	RE	293.536	N						[RE 293.536, rel. min. Néri da Silveira, j. 7-3-2002, P, DJ de 17-5-2002.]
4822	RE	121.617	M						[RE 121.617, rel. min. Moreira Alves, j. 22-2-1996, P, DJ de 6-10-2000.]
4823	ADPF	499							[ADPF 499, ADI 5.835 e ADI 5.862, rel. min. Alexandre Moraes, j. 5-6-2023, P, DJE de 27-7-2023.]
4824	ADI	1.802	D						[ADI 1.802, rel. min. Dias Toffoli, j. 12-4-2018, P, DJE de 3-5-2018.]
4825	RE	566.622							[RE 566.622 ED, red. do ac. min. Rosa Weber, j. 18-12-2019, P, DJE de 11-5-2020, Tema 32, com mérito julgado.]
4826	RE	636.941	L						[RE 636.941, rel. min. Luiz Fux, j. 13-2-2014, P, DJE de 4-4-2014, Tema 432, com mérito julgado.]
4827	ADI	1.945							[ADI 1.945 MC, red. do ac. min. Gilmar Mendes, j. 26-5-2010, P, DJE de 14-3-2011.]
4828	ADI	1.917							[ADI 1.917, voto do min. Ricardo Lewandowski, j. 26-4-2007, P, DJ de 24-8-2007.]
4829	RE	736.090	D						[RE 736.090, rel. min. Dias Toffoli, j. 03.10.2024, P, DJE de 29.11.2024, Tema 863, com mérito julgado.]
4830	RE	562.276	E						[RE 562.276, rel. min. Ellen Gracie, j. 3-11-2010, P, DJE de 10-2-2011, Tema 13, com mérito julgado.]
4831	RE	433.352							[RE 433.352 AgR, rel. min. Joaquim Barbosa, j. 20-4-2010, 2ª T, DJE de 28-5-2010.]
4832	RE	407.190	M						[RE 407.190, rel. min. Marco Aurélio, j. 27-10-2004, P, DJ de 13-5-2005.]
4833	ADI	3.142	D						[ADI 3.142, rel. min. Dias Toffoli, j. 5-8-2020, P, DJE de 9-10-2020.]
4834	ADI	3.141	R						[ADI 3.141, rel. min. Roberto Barroso, j. 13-12-2018, P, DJE de 8-2-2019.]
4835	RE	940.769	E						[RE 940.769, rel. min. Edson Fachin, j. 24-4-2019, P, DJE de 12-9-2019, Tema 918, com mérito julgado.]
4836	RE	567.935	M						[RE 567.935, rel. min. Marco Aurélio, j. 4-9-2014, P, DJE de 4-11-2014, Tema 84, com mérito julgado.]
4837	RE	635.682							[RE 635.682, voto do min. Gilmar Mendes, j. 25-4-2013, P, DJE de 24-5-2013, Tema 227, com mérito julgado.]
4838	AI	738.163							[AI 738.163 AgR-ED, voto do min. Gilmar Mendes, j. 15-2-2011, 2ª T, DJE de 1º-3-2011.]
4839	RE	262.598							[RE 262.598, voto do min. Ilmar Galvão, j. 14-8-2007, 1ª T, DJ de 28-9-2007.]
4840	RE	223.144							[RE 223.144, voto do min. Carlos Velloso, j. 17-6-2002, P, DJ de 21-11-2003.]
4841	RE	172.058	M						[RE 172.058, rel. min. Marco Aurélio, j. 30-6-1995, P, DJ de 13-10-1995.]
4842	ADI	5.894	A						[ADI 5.894, rel. min. André Mendonça, j. 25.04.2025, P, DJE de 23.06.2025.]
4843	ADI	6.276	E						[ADI 6.276, rel. min. Edson Fachin, j. 20-9-2021, P, DJE de 27-9-2021.]
4844	ADI	4.845	R						[ADI 4.845, rel. min. Roberto Barroso, j. 13-2-2020, Plenário, DJE de 4-3-2020.]
4845	ADI	2.405							[ADI 2.405, voto do min. Alexandre de Moraes, j. 20-9-2019, P, DJE de 3-10-2019.]
4846	ADI	124	J						[ADI 124, rel. min. Joaquim Barbosa, j. 1º-8-2008, P, DJE de 17-4-2009.]
4847	RE	1.326.559	D						[RE 1.326.559, rel. min. Dias Toffoli, j. 31.03.2025, P, DJE de 22.05.2025, Tema 1.220, com mérito julgado.]
4848	RE	636.562	R						[RE 636.562, rel. min. Roberto Barroso, j. 22-2-2023, P, DJE de 6-3-2023, Tema 390, com mérito julgado.]
4849	RE	917.285	D						[RE 917.285, rel. min. Dias Toffoli, j. 18-8-2020, P, DJE de 6-10-2020, Tema 874, com mérito julgado.]
4850	RE	560.626	G						[RE 560.626, rel. min. Gilmar Mendes, j. 12-6-2008, P, DJE de 5-12-2008, Tema 2, com mérito julgado.]
4851	RE	559.943	C						[RE 559.943, rel. min. Cármen Lúcia, j. 12-6-2008, P, DJE de 26-9-2008, Tema 3, com mérito julgado.]
4852	RE	129.877	M						[RE 129.877, rel. min. Marco Aurélio, j. 3-11-1992, 2ª T, DJ de 27-11-1992.]
4853	RE	599.362	D						[RE 599.362, rel. min. Dias Toffoli, j. 6-11-2014, P, DJE de 10-2-2015, Tema 323, com mérito julgado.]
4854	RE	437.776							[RE 437.776 AgR, rel. min. Ricardo Lewandowski, j. 2-12-2010, 1ª T, DJE de 1º-2-2011.]
4855	ADI	7.096	G						[ADI 7.096, rel. min. Gilmar Mendes, j. 09.06.2025, P, DJE de 25.06.2025.]
4856	RE	970.821	E						[RE 970.821, rel. min. Edson Fachin, j. 11-5-2021, P, DJE de 19-8-2021, Tema 517, com mérito julgado.]
4857	RE	1.287.019							[RE 1.287.019, red. do ac. min. Dias Toffoli, j. 24-2-2021, P, DJE de 25-5-2021, Tema 1.093, com mérito julgado.]
4858	RE	1.119.021	M						[RE 1.119.021, rel. min. Marco Aurélio, j. 8-9-2020, P, DJE de 26-10-2020, Tema 1.050, com mérito julgado.]
4859	RE	627.543	D						[RE 627.543, rel. min. Dias Toffoli, j. 30-10-2013, P, DJE de 29-10-2014, Tema 363, com mérito julgado.]
4860	AC	1.657							[AC 1.657 MC, voto do red. do ac. min. Cezar Peluso, j. 27-6-2007, P, DJ de 31-8-2007.]
4861	ADI	613	C						[ADI 613, rel. min. Celso de Mello, j. 29-4-1993, P, DJ de 29-6-2001.]
4862	RE	1.224.696	M						[RE 1.224.696, rel. min. Marco Aurélio, j. 7-6-2021, P, DJE de 18-6-2021, Tema 185, com mérito julgado.]
4863	RE	121.336	S						[RE 121.336, rel. min. Sepúlveda Pertence, j. 11-10-1990, P, DJ de 26-6-1992.]
4864	ADI	1.924	R						[ADI 1.924, rel. min. Rosa Weber, j. 16-9-2020, P, DJE de 5-10-2020.]
4865	ADI	2.556							[ADI 2.556 MC, rel. min. Moreira Alves, j. 9-10-2002, P, DJ de 8-8-2003.]
4866	RE	928.943	L						[RE 928.943, rel. min. Luiz Fux, red. do ac. min. Flávio Dino, j. 13.08.2025, P, DJE de 16.10.2025, Tema 914, com mérito julgado.]
4867	RE	593.544	L						[RE 593.544, rel. min. Luís Roberto Barroso, j. 19.12.2023, P, DJE de 08.03.2024, Tema 504, com mérito julgado.]
4868	RE	700.922	M						[RE 700.922, rel. min. Marco Aurélio, red. do ac. min. Alexandre de Moraes, j. 15-3-2023, P, DJE de 16-5-2023, Tema 651, com mérito julgado.]
4869	RE	816.830	D						[RE 816.830, rel. min. Dias Toffoli, j. 17-12-2022, P, DJE de 24-4-2023, Tema 801, com mérito julgado]
4870	RE	878.313							[RE 878.313, red. do ac. min. Alexandre de Moraes, j. 18-8-2020, P, DJE de 4-9-2020, Tema 846, com mérito julgado.]
4871	RE	1.053.574							[RE 1.053.574, voto do rel. min. Gilmar Mendes, j. 25-10-2019, P, DJE de 22-11-2019, Tema 415, com mérito julgado.]
4872	ARE	737.963							[ARE 737.963 AgR, rel. min. Rosa Weber, j. 4-11-2014, 1ª T, DJE de 20-11-2014.]
4873	RE	793.564							[RE 793.564 AgR, rel. min. Marco Aurélio, j. 12-8-2014, 1ª T, DJE de 1º-10-2014.]
4874	RE	509.624							[RE 509.624 AgR, rel. min. Joaquim Barbosa, j. 1º-3-2011, 2ª T, DJE de 1º-4-2011.]
4875	RE	543.997							[RE 543.997 AgR, voto da rel. min. Ellen Gracie, j. 22-6-2010, 2ª T, DJE de 6-8-2010.]
4876	AI	739.715							[AI 739.715 AgR, rel. min. Eros Grau, j. 26-5-2009, 2ª T, DJE de 19-6-2009.]
4877	ACO	580	M						[ACO 580, rel. min. Maurício Corrêa, j. 15-8-2002, P, DJ de 25-10-2002.]
4878	RE	209.365	C						[RE 209.365, rel. min. Carlos Velloso, j. 4-3-1999, P, DJ de 7-12-2000.]
4879	RE	214.206							[RE 214.206, red. do ac. min. Nelson Jobim, j. 15-10-1997, P, DJ de 29-5-1998.]
4880	RE	177.137	C						[RE 177.137, rel. min. Carlos Velloso, j. 24-5-1995, P, DJ de 18-4-1997.]
4881	RE	168.457	M						[RE 168.457, rel. min. Moreira Alves, j. 17-5-1994, 1ª T, DJ de 11-11-1994.]
4882	ADI	6.534	F						[ADI 6.534, rel. min. Flávio Dino, j. 05.06.2024, P, DJE de 14.06.2024.]
4883	ARE	875.958	R						[ARE 875.958, rel. min. Roberto Barroso, j. 19-10-2021, P, DJE de 11-2-2022, Tema 933, com mérito julgado.]
4884	RE	426.335							[RE 426.335 AgR-segundo, rel. min. Cármen Lúcia, j. 30-10-2012, 2ª T, DJE de 23-11-2012.]
4885	RE	345.963	M						[RE 345.963, rel. min. Marco Aurélio, j. 17-3-2009, 1ª T, DJE de 15-5-2009.]
4886	RE	759.244	E						[RE 759.244, rel. min. Edson Fachin, j. 12-2-2020, P, DJE de 25-3-2020, Tema 674, com mérito julgado.]
4887	RE	627.815	R						[RE 627.815, rel. min. Rosa Weber, j. 23-5-2013, P, DJE de 1º-10-2013, Tema 329, com mérito julgado.]
4888	RE	566.259	R						[RE 566.259, rel. min. Ricardo Lewandowski, j. 12-8-2010, P, DJE de 24-9-2010, Tema 52, com mérito julgado.]
