numero	classe	numero_processo	relator	redator	data_julgamento	orgao	dje	tema_rg	raw
4476	ADI	4.714	C						[ADI 4.714, rel. min. Cármen Lúcia, j. 29-11-2019, P, DJE de 3-2-2020.]
4477	ADI	3.028							[ADI 3.028, red. do ac. min. Ayres Britto, j. 26-5-2010, P, DJE de 1º-7-2010.]
4478	ARE	1.524.619							[ARE 1.524.619 RG, rel. min. Alexandre de Moraes, j. 14.03.2025, P, DJE de 27.03.2025, Tema 1.382, com mérito pendente.]
4479	RE	985.392	G						[RE 985.392, rel. min. Gilmar Mendes, j. 26-5-2017, P, DJE de 10-11-2017, Tema 946, com mérito julgado.]
4480	RE	631.111	T						[RE 631.111, rel. min. Teori Zavascki, j. 7-8-2014, P, DJE de 30-10-2014, Tema 471, com mérito julgado.]
4481	ARE	728.188	R						[ARE 728.188, rel. min. Ricardo Lewandowski, j. 18-12-2013, P, DJE de 12-8-2014, Tema 680, com mérito julgado.]
4482	RE	496.718							[RE 496.718, red. do ac. min. Menezes Direito, j. 12-8-2008, 1ª T, DJE de 31-10-2008.]
4483	RE	190.938							[RE 190.938, red. do ac. min. Gilmar Mendes, j. 14-3-2006, 2ª T, DJE de 22-5-2009.]
4484	RE	163.231	M						[RE 163.231, rel. min. Maurício Corrêa, j. 26-2-1997, P, DJ de 29-6-2001.]
4485	ADI	7.192	L						[ADI 7.192, rel. min. Luiz Fux, j. 20.05.2024, P, DJE de 13.06.2024.]
4486	ADI	2.854							[ADI 2.854, red. do ac. min. Alexandre de Moraes, j. 13-10-2020, P, DJE de 16-12-2020.]
4487	ADI	5.434							[ADI 5.434, red. do ac. min. Edson Fachin, j. 26-4-2018, P, DJE de 23-9-2019.]
4488	ARE	725.491							[ARE 725.491 AgR, rel. min. Luiz Fux, j. 26-5-2015, 1ª T, DJE de 15-6-2015.]
4489	HC	103.038	J						[HC 103.038, rel. min. Joaquim Barbosa, j. 11-10-2011, 2ª T, DJE de 27-10-2011.]
4490	HC	92.885	C						[HC 92.885, rel. min. Cármen Lúcia, j. 29-4-2008, 1ª T, DJE de 20-6-2008.]
4491	HC	85.137	C						[HC 85.137, rel. min. Cezar Peluso, j. 13-9-2005, 1ª T, DJ de 28-10-2005.]
4492	HC	67.759	C						[HC 67.759, rel. min. Celso de Mello, j. 6-8-1992, P, DJ de 1º-7-1993.]
4493	ADI	7.710	D						[ADI 7.710, rel. min. Dias Toffoli, j. 26.05.2025, P, DJE de 04.06.2025.]
4494	ADI	7.170	C						[ADI 7.170, rel. min. Cármen Lúcia, j. 3-7-2023, P, DJE de 22-8-2023.]
4495	ADI	2.838	A						[ADI 2.838, rel. min. Alexandre de Moraes, j. 13-4-2023, P, DJE de 31-5-2023.]
4496	ADI	1.757	A						[ADI 1.757, rel. min. Alexandre de Moraes, j. 20-9-2018, P, DJE de 8-10-2018.]
4497	ADI	2.874	M						[ADI 2.874, rel. min. Marco Aurélio, j. 28-8-2003, P, DJ de 3-10-2003.]
4498	ADI	2.513							[ADI 2.513 MC, rel. min. Celso de Mello, j. 3-4-2002, P, DJE de 15-3-2011.]
4499	ADI	63	I						[ADI 63, rel. min. Ilmar Galvão, j. 13-10-1993, P, DJ de 27-5-1994.]
4500	ACO	1.936							[ACO 1.936 AgR, rel. min. Luiz Fux, j. 28-4-2015, 1ª T, DJE de 27-5-2015.]
4501	AR	1.958							[AR 1.958 AgR-segundo, rel. min. Dias Toffoli, j. 10-4-2014, P, DJE de 30-5-2014.]
4502	MS	30.717							[MS 30.717 AgR, rel. min. Ricardo Lewandowski, j. 27-9-2011, 2ª T, DJE de 11-10-2011.]
4503	ADI	7.073	A						[ADI 7.073, rel. min. André Mendonça, j. 26-9-2022, P, DJE de 24-10-2022.]
4504	ADI	4.356	D						[ADI 4.356, rel. min. Dias Toffoli, j. 9-2-2011, P, DJE de 12-5-2011.]
4505	ADI	514							[ADI 514 MC, rel. min. Celso de Mello, j. 13-6-1991, P, DJ de 18-3-1994.]
4506	HC	94.809	C						[HC 94.809, rel. min. Celso de Mello, j. 12-8-2008, 2ª T, DJE de 24-10-2008.]
4507	ADI	6.247	D						[ADI 6.247, rel. min. Dias Toffoli, j. 19.11.2024, P, DJE de 27.11.2024.]
4508	ADI	2.794	S						[ADI 2.794, rel. min. Sepúlveda Pertence, j. 14-12-2006, P, DJ de 30-3-2007.]
4509	MS	22.492	C						[MS 22.492, rel. min. Carlos Velloso, j. 28-4-2003, P, DJ de 20-6-2003.]
4510	ACO	1.058	C						[ACO 1.058, rel. min. Cezar Peluso, j. 14-4-2008, P, DJE de 23-5-2008.]
4511	MS	25.125	D						[MS 25.125, rel. min. Dias Toffoli, j. 28-8-2012, 1ª T, DJE de 21-9-2012.]
4512	HC	84.630	S						[HC 84.630, rel. min. Sepúlveda Pertence, j. 15-12-2005, 1ª T, DJ de 25-8-2006.]
4513	ADI	6.551	D						[ADI 6.551, rel. min. Dias Toffoli, j. 01.07.2024, P, DJE de 23.07.2024.]
4514	ADI	2.611	R						[ADI 2.611, rel. min. Rosa Weber, j. 7-12-2020, P, DJE de 18-1-2021.]
4515	ADI	5.171	L						[ADI 5.171, rel. min. Luiz Fux, j. 30-8-2019, P, DJE de 10-12-2019.]
4516	ADI	5.700	A						[ADI 5.700, rel. min. Alexandre de Moraes, j. 23-8-2019, P, DJE de 9-9-2019.]
4517	ADI	2.622	C						[ADI 2.622, rel. min. Cezar Peluso, j. 10-11-2011, P, DJE de 16-2-2012.]
4518	ADI	452	M						[ADI 452, rel. min. Maurício Corrêa, j. 28-8-2002, P, DJ de 31-10-2002.]
4519	ADI	1.783	S						[ADI 1.783, rel. min. Sepúlveda Pertence, j. 11-10-2001, P, DJ de 16-11-2001.]
4520	ADI	2.436							[ADI 2.436 MC, rel. min. Moreira Alves, j. 30-5-2001, P, DJ de 9-5-2003.]
4521	ADI	7.289	A						[ADI 7.289, rel. min. André Mendonça, j. 07.05.2025, P, DJE de 19.05.2025.]
4522	ADI	7.739	C						[ADI 7.739, rel. min. Cármen Lúcia, j. 19.03.2025, P, DJE de 14.05.2025.]
4523	ADI	3.238	N						[ADI 3.238, rel. min. Nunes Marques, j. 28-8-2023, P, DJE de 20-9-2023.]
4524	ADI	5.505	L						[ADI 5.505, rel. min. Luiz Fux, j. 15-4-2020, P, DJE de 30-4-2020.]
4525	ADI	4.142	R						[ADI 4.142, rel. min. Roberto Barroso, j. 20-12-2019, P, DJE de 26-2-2020.]
4526	ADI	4.807							[ADI 4.807 e ADI 4.808, rel. min. Carmén Lúcia, j. 1º-8-2018, P, DJE de 21-5-2019.]
4527	ADI	3.802	D						[ADI 3.802, rel. min. Dias Toffoli, j. 10-3-2016, P, DJE de 14-11-2016.]
4528	ADI	1.916	E						[ADI 1.916, rel. min. Eros Grau, j. 14-4-2010, P, DJE de 18-6-2010.]
4529	ADI	852	I						[ADI 852, rel. min. Ilmar Galvão, j. 29-8-2002, P, DJ de 18-10-2002.]
4530	ADI	1.138							[ADI 1.138 MC, rel. min. Ilmar Galvão, j. 8-3-1995, P, DJ de 16-2-1996.]
4531	MS	34.472							[MS 34.472 AgR, rel. min. Dias Toffoli, j. 6-10-2017, 2ª T, DJE de 26-10-2017.]
4532	RE	262.178							[RE 262.178, voto do rel. min. Sepúlveda Pertence, j. 3-10-2000, 1ª T, DJ de 24-11-2000.]
4533	RE	1.571.686							[RE 1.571.686 AgR, rel. min. Alexandre de Moraes, j. 18-2-2026, 1ª T, DJE de 25-2-2026.]
4534	MS	31.523							[MS 31.523 AgR, rel. min. Celso de Mello, j. 3-10-2020, 2ª T, DJE de 8-10-2020.]
4535	MS	30.493							[MS 30.493, red. do ac. min. Edson Fachin, j. 16-6-2020, P, DJE de 21-9-2020.]
4536	MS	23.441							[MS 23.441, voto do red. do ac. min. Joaquim Barbosa, j. 27-11-2008, P, DJE de 6-11-2009.]
4537	ADI	5.052	G						[ADI 5.052, rel. min. Gilmar Mendes, j. 23-5-2022, P, DJE de 19-9-2022.]
4538	RE	150.447	I						[RE 150.447, rel. min. Ilmar Galvão, j. 13-5-1997, 1ª T, DJ de 15-8-1997.]
4539	RE	428.324							[RE 428.324, voto do rel. min. Marco Aurélio, j. 15-9-2009, 1ª T, DJE de 6-11-2009.]
4540	HC	76.671	N						[HC 76.671, rel. min. Néri da Silveira, j. 9-6-1998, 2ª T, DJ de 10-8-2000.]
4541	ADI	2.612	R						[ADI 2.612, rel. min. Rosa Weber, j. 23-11-2020, P, DJE de 3-12-2020.]
4542	ADI	3.574	R						[ADI 3.574, rel. min. Ricardo Lewandowski, j. 16-5-2007, P, DJ de 1º-6-2007.]
4543	HC	102.085	C						[HC 102.085, rel. min. Cármen Lúcia, j. 10-6-2010, P, DJE de 27-8-2010.]
4544	HC	91.661	E						[HC 91.661, rel. min. Ellen Gracie, j. 10-3-2009, 2ª T, DJE de 3-4-2009.]
4545	RE	497.170	R						[RE 497.170, rel. min. Ricardo Lewandowski, j. 13-5-2008, 1ª T, DJE de 6-6-2008.]
4546	RHC	88.143	J						[RHC 88.143, rel. min. Joaquim Barbosa, j. 24-4-2007, 2ª T, DJ de 8-6-2007.]
4547	RE	468.161	S						[RE 468.161, rel. min. Sepúlveda Pertence, j. 14-3-2006, 1ª T, DJ de 31-3-2006.]
4548	RE	233.072	N						[RE 233.072, rel. p/ o ac. min. Nelson Jobim, j. 18-5-1999, 2ª T, DJ de 3-5-2002.]
4549	HC	78.309	S						[HC 78.309, rel. min. Sepúlveda Pertence, j. 2-2-1999, 1ª T, DJ de 26-3-1999.]
4550	RHC	77.258	M						[RHC 77.258, rel. min. Moreira Alves, j. 23-6-1998, 1ª T, DJ de 3-9-1999.]
4551	RE	222.283	O						[RE 222.283, rel. min. Octavio Gallotti, j. 24-3-1998, 1ª T, DJ de 8-5-1998.]
4552	RE	134.515	C						[RE 134.515, rel. min. Carlos Velloso, j. 13-8-1991, 2ª T, DJ de 13-9-1991.]
4553	HC	68.204	S						[HC 68.204, rel. min. Sepúlveda Pertence, j. 30-10-1990, 1ª T, DJ de 23-11-1990.]
4554	AC	2.836							[AC 2.836 MC-QO, rel. min. Ayres Britto, j. 27-3-2012, 2ª T, DJE de 26-6-2012.]
4555	HC	97.969	A						[HC 97.969, rel. min. Ayres Britto, j. 1º-2-2011, 2ª T, DJE de 23-5-2011.]
4556	RE	407.902	M						[RE 407.902, rel. min. Marco Aurélio, j. 26-5-2009, 1ª T, DJE de 28-8-2009.]
4557	ADI	7.580							[ADI 7.580 MC-REF, rel. min. Gilmar Mendes, j. 12.08.2025, P, DJE de 22.10.2025.]
4558	RE	643.978	A						[RE 643.978, rel. min. Alexandre de Moraes, j. 9-10-2019, P, DJE de 25-10-2019, Tema 850, com mérito em julgado.]
4559	RE	409.356	L						[RE 409.356, rel. min. Luiz Fux, j. 25-10-2018, P, DJE de 29-7-2020, Tema 561, com mérito em julgado.]
4560	RE	605.533	M						[RE 605.533, rel. min. Marco Aurélio, j. 15-8-2018, P, DJE de 12-2-2020.]
4561	ARE	694.294							[ARE 694.294 RG, rel. min. Luiz Fux, j. 25-4-2013, P, DJE de 17-5-2013, Tema 645, com mérito em julgado.]
4562	RE	576.155	R						[RE 576.155, rel. min. Ricardo Lewandowski, j. 12-8-2010, P, DJE de 1º-2-2011, Tema 56, com mérito julgado.]
4563	RE	1.409.154							[RE 1.409.154 AgR-ED, rel. min. André Mendonça, j. 19.08.2024, 2ª T, DJE de 16.09.2024.]
4564	RE	629.840							[RE 629.840 AgR, rel. min. Marco Aurélio, j. 4-8-2015, 1ª T, DJE de 28-8-2015.]
4565	AI	698.478	J						[AI 698.478, rel. min. Joaquim Barbosa, j. 18-5-2012, dec. monocrática, DJE de 28-5-2012.]
4566	RE	603.025	L						[RE 603.025, rel. min. Luiz Fux, j. 29-3-2012, dec. monocrática, DJE de 10-4-2012.]
4567	AI	737.104							[AI 737.104 AgR, rel. min. Luiz Fux, j. 25-10-2011, 1ª T, DJE de 17-11-2011.]
4568	RE	586.705							[RE 586.705 AgR, rel. min. Ricardo Lewandowski, j. 23-8-2011, 2ª T, DJE de 8-9-2011.]
4569	RE	411.156	C						[RE 411.156, rel. min. Celso de Mello, j. 19-11-2009, dec. monocrática, DJE de 3-12-2009.]
4570	RE	233.585	C						[RE 233.585, rel. min. Celso de Mello, j. 9-9-2009, dec. monocrática, DJE de 28-9-2009.]
4571	ACO	1.233							[ACO 1.233 AgR, rel. min. Menezes Direito, j. 15-4-2009, P, DJE de 28-8-2009.]
4572	RE	464.893	J						[RE 464.893, rel. min. Joaquim Barbosa, j. 20-5-2008, 2ª T, DJE de 1º-8-2008.]
4573	RE	470.135							[RE 470.135 AgR-ED, rel. min. Cezar Peluso, j. 22-5-2007, 2ª T, DJ de 29-6-2007.]
4574	RE	441.318	M						[RE 441.318, rel. min. Marco Aurélio, j. 25-10-2005, 1ª T, DJ de 24-2-2006.]
4575	RE	244.217							[RE 244.217 AgR, rel. min. Eros Grau, j. 25-10-2005, 1ª T, DJ de 25-11-2005.]
4576	RE	379.495	M						[RE 379.495, rel. min. Marco Aurélio, j. 11-10-2005, 1ª T, DJ de 20-4-2006.]
4577	RE	213.015	N						[RE 213.015, rel. min. Néri da Silveira, j. 8-4-2002, 2ª T, DJ de 24-5-2002.]
4578	RE	208.790	I						[RE 208.790, rel. min. Ilmar Galvão, j. 27-9-2000, P, DJ de 15-12-2000.]
4579	RE	213.631	I						[RE 213.631, rel. min. Ilmar Galvão, j. 9-12-1999, P, DJ de 7-4-2000.]
4580	RE	166.776	M						[RE 166.776, rel. min. Maurício Corrêa, j. 2-3-1999, 2ª T, DJ de 4-6-1999.]
4581	ADPF	635	E						[ADPF 635, rel. min. Edson Fachin, j. 03.04.2025, P, DJE de 22.05.2025.]
4582	ARE	1.477.981							[ARE 1.477.981 AgR, rel. min. Alexandre de Moraes, j. 13.05.2024, 1ª T, DJE de 20.05.2024.]
4583	HC	89.746	C						[HC 89.746, rel. min. Cármen Lúcia, j. 12-12-2006, 1ª T, DJ de 9-2-2007.]
4584	ADI	1.571							[ADI 1.571 MC, voto do rel. min. Néri da Silveira, j. 20-3-1997, P, DJ de 25-9-1998.]
4585	RE	535.478	E						[RE 535.478, rel. min. Ellen Gracie, j. 28-10-2008, 2ª T, DJE de 21-11-2008.]
4586	RHC	81.326	N						[RHC 81.326, rel. min. Nelson Jobim, j. 6-5-2003, 2ª T, DJ de 1º-8-2003.]
4587	RE	215.301	C						[RE 215.301, rel. min. Carlos Velloso, j. 13-4-1999, 2ª T, DJ de 28-5-1999.]
4588	ADI	5.667	N						[ADI 5.667, rel. min. Nunes Marques, j. 14.08.2024, P, DJE de 06.12.2024.]
4589	ADI	2.943							[ADI 2.943, ADI 3.309 e ADI 3.318, rel. min. Edson Fachin, j. 02.05.2024, P, DJE de 10.09.2024.]
4590	ADI	3.161							[ADI 3.161, red. do ac. min. Alexandre de Moraes, j. 13-10-2020, P, DJE de 17-12-2020.]
4591	ADI	3.841							[ADI 3.841, voto do rel. min. Gilmar Mendes, j. 16-6-2020, P, DJE de 6-7-2020.]
4592	ADI	1.852	C						[ADI 1.852, rel. min. Carlos Velloso, j. 21-8-2002, P, DJ de 21-11-2003.]
4593	RE	593.727							[RE 593.727, red. do ac. min. Gilmar Mendes, j. 14-5-2015, P, DJE de 8-9-2015, Tema 184, com mérito em julgado.]
4594	RE	147.776	S						[RE 147.776, rel. min. Sepúlveda Pertence, j. 19-5-1998, 1ª T, DJ de 19-6-1998.]
4595	ADI	7.042							[ADI 7.042 e ADI 7.043, rel. min. Alexandre de Moraes, j. 31-8-2022, P, DJE de 28-2-2023.]
4596	ADI	3.783	G						[ADI 3.783, rel. min. Gilmar Mendes, j. 17-3-2011, P, DJE de 6-6-2011.]
4597	MS	26.415							[MS 26.415, red. do ac. min. Gilmar Mendes, j. 17-3-2020, 2ª T, DJE de 29-7-2020.]
4598	MS	25.838							[MS 25.838, voto do rel. min. Teori Zavascki, j. 29-9-2015, 2ª T, DJE de 13-10-2015.]
4599	ADI	4.219							[ADI 4.219, red. do ac. min. Edson Fachin, j. 5-8-2020, P, DJE de 29-9-2020.]
4600	ADI	2.958	G						[ADI 2.958, rel. min. Gilmar Mendes, j. 27-9-2019, P, DJE de 16-10-2019.]
4601	ADI	3.460	A						[ADI 3.460, rel. min. Ayres Britto, j. 31-8-2006, P, DJ de 15-6-2007.]
4602	MS	27.601	M						[MS 27.601, rel. min. Marco Aurélio, j. 22-9-2015, 1ª T, DJE de 17-11-2015.]
4603	MS	32.176	D						[MS 32.176, rel. min. Dias Toffoli, j. 18-3-2014, 1ª T, DJE de 14-4-2014.]
4604	MS	26.681	M						[MS 26.681, rel. min. Menezes Direito, j. 26-11-2008, P, DJE de 17-4-2009.]
4605	MS	27.158							[MS 27.158 MC-QO, rel. min. Gilmar Mendes, j. 21-2-2008, P, DJE de 2-5-2008.]
4606	ADI	7.286	C						[ADI 7.286, rel. min. Cármen Lúcia, j. 13-6-2023, P, DJE de 20-6-2023.]
4607	ADI	6.328	A						[ADI 6.328, rel. min. Alexandre de Moraes, j. 16-8-2022, P, DJE de 22-8-2022.]
4608	ADI	1.283	R						[ADI 1.283, rel. min. Roberto Barroso, j. 19-12-2018, P, DJE de 25-2-2019.]
4609	ADI	3.220							[ADI 3.220 MC, rel. min. Ayres Britto, j. 10-3-2005, P, DJ de 6-5-2005.]
4610	ADI	994	N						[ADI 994, rel. min. Néri da Silveira, j. 20-5-1993, P, DJ de 19-9-2003.]
4611	MS	26.264	M						[MS 26.264, rel. min. Marco Aurélio, j. 21-5-2007, P, DJ de 5-10-2007.]
4612	AI	707.988							[AI 707.988 AgR, rel. min. Cármen Lúcia, j. 12-8-2008, 1ª T, DJE de 19-9-2008.]
4613	ADI	4.427	R						[ADI 4.427, rel. min. Rosa Weber, j. 4-9-2023, P, DJE de 12-9-2023.]
4614	ADI	328	R						[ADI 328, rel. min. Ricardo Lewandowski, j. 2-2-2009, P, DJE de 6-3-2009.]
4615	ADI	1.791							[ADI 1.791 MC, rel. min. Sydney Sanches, j. 23-4-1998, P, DJ de 11-9-1998.]
4616	MS	27.339	M						[MS 27.339, rel. min. Menezes Direito, j. 2-2-2009, P, DJE de 6-3-2009.]
4617	MS	23.247	N						[MS 23.247, rel. min. Néri da Silveira, j. 22-4-2002, P, DJ de 14-6-2002.]
4618	ADI	3.472							[ADI 3.472 MC, rel. min. Sepúlveda Pertence, j. 28-4-2005, P, DJ de 24-6-2005.]
4619	ADI	5.454	A						[ADI 5.454, rel. min. Alexandre de Moraes, j. 15-4-2020, P, DJE de 20-5-2020.]
4620	ADI	4.263	R						[ADI 4.263, rel. min. Roberto Barroso, j. 25-4-2018, P, DJE de 28-10-2020.]
4621	MS	28.408	C						[MS 28.408, rel. min. Cármen Lúcia, j. 18-3-2014, 2ª T, DJE de 13-6-2014.]
4622	ADI	5.315	R						[ADI 5.315, rel. min. Roberto Barroso, j. 25-8-2023, P, DJE de 07.11.2023.]
4623	MS	27.744	L						[MS 27.744, rel. min. Luiz Fux, j. 6-5-2014, 1ª T, DJE de 8-6-2015.]
4624	MS	28.028	C						[MS 28.028, rel. min. Cármen Lúcia, j. 30-10-2012, 2ª T, DJE de 7-6-2013.]
4625	MS	35.461							[MS 35.461 ED-AgR, rel. min. Edson Fachin, j. 9-5-2023, 2ª T, DJE de 16-5-2023.]
4626	MS	34.712							[MS 34.712 AgR, rel. min. Luiz Fux, j. 6-10-2017, 1ª T, DJE de 25-10-2017.]
4627	MS	30.864							[MS 30.864 AgR, rel. min. Dias Toffoli, j. 16-12-2016, 2ª T, DJE de 20-2-2017.]
4628	MS	28.827	C						[MS 28.827, rel. min. Cármen Lúcia, j. 28-8-2012, 1ª T, DJE de 9-10-2012.]
4629	ADI	5.603	N						[ADI 5.603, rel. min. Nunes Marques, red. do ac. min. Alexandre de Moraes, j. 13.10.2025, P, DJE de 13.11.2025.]
4630	ADI	6.331	L						[ADI 6.331, rel. min. Luiz Fux, j. 09.04.2024, P, DJE de 25.04.2024.]
4631	ADI	2.820	R						[ADI 2.820, rel. min. Roberto Barroso, j. 13-6-2023, P, DJE de 13-7-2023.]
4632	RE	929.886	D						[RE 929.886, rel. min. Dias Toffoli, j. 5-9-2022, P, DJE de 3-10-2022, Tema 1.063, com mérito julgado.]
4633	RE	594.481	R						[RE 594.481, rel. min. Roberto Barroso, j. 20-4-2020, P, DJE de 1º-6-2020, Tema 1090, com mérito julgado.]
4634	RE	602.381	C						[RE 602.381, rel. min. Cármen Lúcia, j. 20-11-2014, P, DJE de 4-2-2015, Tema 279, com mérito julgado.]
4635	AO	1.757	M						[AO 1.757, rel. min. Marco Aurélio, j. 3-12-2013, 1ª T, DJE de 19-12-2013.]
4636	RMS	31.042							[RMS 31.042, voto do rel. min. Marco Aurélio, j. 13-3-2012, 1ª T, DJE de 2-4-2012.]
4637	RMS	26.615	A						[RMS 26.615, rel. min. Ayres Britto, j. 20-5-2008, 1ª T, DJE de 31-10-2008.]
4638	RE	121.856							[RE 121.856 ED, rel. min. Paulo Brossard, j. 24-4-1990, 2ª T, DJ de 11-5-1990.]
4639	ADI	3.056	N						[ADI 3.056, rel. min. Nunes Marques, red. do ac. min. Luís Roberto Barroso, j. 25-9-2023, P, DJE de 13-10-2023.]
4640	RE	193.326	C						[RE 193.326, rel. min. Carlos Velloso, j. 25-3-1997, 2ª T, DJ de 23-5-1997.]
4641	RE	163.581							[RE 163.581 ED, rel. min. Marco Aurélio, j. 11-3-1996, 2ª T, DJ de 10-5-1996.]
4642	ADI	4.843	N						[ADI 4.843, rel. min. Nunes Marques, j. 24.02.2025, P, DJE de 11.03.2025.]
4643	ADI	7.380							[ADI 7.380 ED, rel. min. Flávio Dino, j. 18.03.2024, P, DJE de 01.04.2024.]
4644	ADI	7.422	F						[ADI 7.422, rel. min. Flávio Dino, red. do ac. min. Cristiano Zanin, j. 18.03.2024, P, DJE de 09.04.2024.]
4645	ADI	6.433	G						[ADI 6.433, rel. min. Gilmar Mendes, j. 3-4-2023, P, DJE de 25-5-2023.]
4646	ADI	3.536	A						[ADI 3.536, rel. min. Alexandre de Moraes, j. 2-10-2019, P, DJE de 4-12-2019.]
4647	ADI	5.541	E						[ADI 5.541, rel. min. Edson Fachin, j. 27-9-2019, P, DJE de 15-10-2019.]
4648	ADI	1.246	R						[ADI 1.246, rel. min. Roberto Barroso, j. 11-4-2019, P, DJE de 23-5-2019.]
4649	ADI	4.449	M						[ADI 4.449, rel. min. Marco Aurélio, j. 28-3-2019, P, DJE de 1º-8-2019.]
4650	ADI	5.215	R						[ADI 5.215, rel. min. Roberto Barroso, j. 28-3-2019, P, DJE de 1º-8-2019.]
4651	ADI	484							[ADI 484, red. do ac. min. Ricardo Lewandowski, j. 10-11-2011, P, DJE de 1º-2-2012.]
4652	ADI	4.261	A						[ADI 4.261, rel. min. Ayres Britto, j. 2-8-2010, P, DJE de 20-8-2010.]
4653	ADI	1.557	E						[ADI 1.557, rel. min. Ellen Gracie, j. 31-3-2004, P, DJ de 18-6-2004.]
4654	ADI	217	I						[ADI 217, rel. min. Ilmar Galvão, j. 25-8-2002, P, DJ de 13-9-2002.]
4655	ARE	646.761							[ARE 646.761 AgR, rel. min. Gilmar Mendes, j. 29-10-2013, 2ª T, DJE de 25-11-2013, com mérito julgado.]
4656	RE	446.800							[RE 446.800 ED, voto da rel. min. Cármen Lúcia, j. 8-9-2009, 1ª T, DJE de 2-10-2009.]
4657	RE	192.553	M						[RE 192.553, rel. min. Marco Aurélio, j. 15-12-1998, 2ª T, DJ de 16-4-1999.]
4658	RE	1.336.047	A						[RE 1.336.047, rel. min. Alexandre de Moraes, j.18-2-2026, P, DJE de 2-3-2026, Tema 1.180, com mérito julgado.]
4659	HC	174.061							[HC 174.061 MC-AgR, rel. min. Gilmar Mendes, j. 26-11-2025, 2ª T, DJE de 27-2-2026.]
4660	RHC	119.900	T						[RHC 119.900, rel. min. Teori Zavascki, j. 5-5-2015, 2ª T, DJE de 20-5-2015.]
4661	RE	277.065	M						[RE 277.065, rel. min. Marco Aurélio, j. 8-4-2014, 1ª T, DJE de 13-5-2014.]
4662	RHC	104.270							[RHC 104.270 QO, rel. min. Celso de Mello, j. 6-9-2011, 2ª T, DJE de 7-12-2011.]
4663	HC	96.905	C						[HC 96.905, rel. min. Celso de Mello, j. 25-8-2009, 2ª T, DJE de 3-10-2011.]
4664	HC	82.850							[HC 82.850 AgR, rel. min. Gilmar Mendes, j. 11-9-2007, 2ª T, DJ de 28-9-2007.]
4665	RHC	81.750	C						[RHC 81.750, rel. min. Celso de Mello, j. 12-11-2002, 2ª T, DJ de 10-8-2007.]
4666	RHC	81.327	E						[RHC 81.327, rel. min. Ellen Gracie, j. 11-12-2001, 1ª T, DJ de 5-4-2002.]
4667	HC	74.309	C						[HC 74.309, rel. min. Celso de Mello, j. 12-11-1996, 1ª T, DJE de 23-5-2008.]
4668	ADI	6.864	R						[ADI 6.864, rel. min. Rosa Weber, j. 28-3-2022, P, DJE de 09-5-2022.]
4669	ADI	6.875	A						[ADI 6.875, rel. min. Alexandre de Moraes, j. 21-2-2022, P, DJE de 17-3-2022.]
4670	ADO	2	L						[ADO 2, rel. min. Luiz Fux, j. 15-4-2020, P, DJE de 30-4-2020.]
4671	ADI	3.943	C						[ADI 3.943, rel. min. Cármen Lúcia, j. 7-5-2015, P, DJE de 6-8-2015.]
4672	ADI	3.700	A						[ADI 3.700, rel. min. Ayres Britto, j. 15-10-2008, P, DJE de 6-3-2009.]
4673	ADI	3.022	J						[ADI 3.022, rel. min. Joaquim Barbosa, j. 2-8-2004, P, DJ de 4-3-2005.]
4674	RE	1.140.005	R						[RE 1.140.005, rel. min. Roberto Barroso, j. 26-6-2023, P, DJE de 16-8-2023, Tema 1.002, com mérito julgado.]
4675	RE	733.433	D						[RE 733.433, rel. min. Dias Toffoli, j. 4-11-2015, P, DJE de 7-4-2016, Tema 607, com mérito julgado.]
4676	HC	230.677							[HC 230.677 AgR, rel. min. André Mendonça, j. 4-12-2023, 2ª T, DJE de 5-2-2024.]
4677	SL	866							[SL 866 AgR, rel. min. Dias Toffoli, j. 13-9-2019, P, DJE de 2-10-2019.]
4678	HC	121.682	D						[HC 121.682, rel. min. Dias Toffoli, j. 30-9-2014, 1ª T, DJE de 17-11-2014.]
4679	AI	616.896							[AI 616.896 AgR, voto do rel. min. Gilmar Mendes, j. 14-6-2011, 2ª T, DJE de 29-6-2011.]
4680	HC	99.540	E						[HC 99.540, rel. min. Ellen Gracie, j. 4-5-2010, 2ª T, DJE de 21-5-2010.]
4681	HC	81.019	C						[HC 81.019, rel. min. Celso de Mello, j. 23-10-2001, 2ª T, DJE de 23-10-2009.]
4682	ADI	5.662	N						[ADI 5.662, rel. min. Nunes Marques, j. 9-12-2025, P, DJE de 26-1-2026.]
4683	ADI	7.305	G						[ADI 7.305, rel. min. Gilmar Mendes, j. 15-8-2023, P, DJE de 23-8-2023.]
4684	ADI	3.043	E						[ADI 3.043, rel. min. Eros Grau, j. 26-4-2006, P, DJ de 27-10-2006.]
4685	RE	1.240.999	A						[RE 1.240.999, rel. min. Alexandre de Moraes, j. 4-11-2021, P, DJE de 17-12-2022, Tema 1.074, com mérito julgado.]
4686	HC	92.399	A						[HC 92.399, rel. min. Ayres Britto, j. 29-6-2010, 1ª T, DJE de 27-8-2010.]
4687	RE	341.717							[RE 341.717 AgR, rel. min. Celso de Mello, j. 5-8-2003, 2ª T, DJE de 5-3-2010.]
4688	ADI	5.644	E						[ADI 5.644, rel. min. Edson Fachin, j. 19.03.2025, P, DJE de 06.06.2025.]
4689	ADI	5.217	N						[ADI 5.217, rel. min. Nunes Marques, j. 22-8-2023, P, DJE de 28-9-2023.]
